Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Leather Boy vs Codpiece,https://www.superherodb.com/90-627846/,Leather Boy,Gene Lorrene,Earth-616,Codpiece,,,28.6,57.1,14.299999999999997
The Hand vs The Hand,https://www.superherodb.com/90-623998/,The Hand,Hands,Prime Earth,The Hand,The Hand,Earth-616,100.0,0.0,0.0
Baron Zemo vs Emma Frost,https://www.superherodb.com/90-615049/,Baron Zemo,Helmut J. Zemo,MCU,Emma Frost,Emma Grace Frost,EMCU,12.5,87.5,0.0
Gamora vs Miss Martian,https://www.superherodb.com/90-21060/,Gamora,Gamora Zen Whoberi Ben Titan,Earth-616,Miss Martian,M'gann M'orzz,Prime Earth,0.0,100.0,0.0
Banshee vs Shriek,https://www.superherodb.com/90-19984/,Banshee,Sean Cassidy,Earth-616,Shriek,Frances Louise Barrison,Earth-616,100.0,0.0,0.0
Wolverine vs Frenzy,https://www.superherodb.com/90-19444/,Wolverine,Logan,Earth-616,Frenzy,Joanna Cargill,Earth-616,100.0,0.0,0.0
Shadowcat vs Loki,https://www.superherodb.com/90-15726/,Shadowcat,Kitty Pryde,Earth-616,Loki,Loki Laufeyson,Earth-616,0.0,100.0,0.0
Cannonball vs Longshot,https://www.superherodb.com/90-12479/,Cannonball,Samuel Zachery Guthrie,Earth-616,Longshot,,Earth-616,100.0,0.0,0.0
Killer Croc vs Kraven the Hunter,https://www.superherodb.com/90-12399/,Killer Croc,Waylon Jones,Prime Earth,Kraven the Hunter,Sergei Kravinoff,Earth-616,0.0,100.0,0.0
Deadpool vs Echo,https://www.superherodb.com/90-11974/,Deadpool,Wade Wilson,Earth-616,Echo,Maya Lopez,Earth-616,50.0,0.0,50.0
Spider-Woman vs Silk,https://www.superherodb.com/90-9445/,Spider-Woman,Jessica Drew,Earth-616,Silk,Cindy Moon,Earth-616,100.0,0.0,0.0
Kraven the Hunter vs Dark Beast,https://www.superherodb.com/90-1590/,Kraven the Hunter,Sergei Kravinoff,Earth-616,Dark Beast,Henry P. McCoy,Earth-616,0.0,100.0,0.0
X-Man vs Shadow King,https://www.superherodb.com/90-1212/,X-Man,Nate Grey,Earth-295,Shadow King,Amahl Farouk,Earth-616,0.0,100.0,0.0
Wolverine vs Solem,https://www.superherodb.com/90-531176-5159/,Wolverine,Logan,Earth-616,Solem,,Earth-616,100.0,0.0,0.0
Kate Bishop vs Ms. Marvel,https://www.superherodb.com/90-788640/,Kate Bishop,,MCU,Ms. Marvel,Kamala Khan,MCU,0.0,100.0,0.0
Homelander vs Mighty Thor,https://www.superherodb.com/90-787784/,Homelander,John Vogelbaum,The Boys 2019,Mighty Thor,Jane Foster,MCU,0.0,100.0,0.0
Scarlet Scarab vs Layla El-Faouly,https://www.superherodb.com/90-768742/,Scarlet Scarab,Layla El-Faouly,MCU,Layla El-Faouly,Layla Abdallah El-Faouly,MCU,100.0,0.0,0.0
Sunspot vs Firestar,https://www.superherodb.com/90-55533/,Sunspot,Roberto DaCosta,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Venom vs Silk,https://www.superherodb.com/90-55402/,Venom,Eddie Brock,Earth-616,Silk,Cindy Moon,Earth-616,0.0,100.0,0.0
Daredevil vs Satana,https://www.superherodb.com/90-55303/,Daredevil,Matt Murdock,Earth-616,Satana,Satana Hellstrom,Earth-616,0.0,100.0,0.0
Captain Marvel vs Spider-Gwen,https://www.superherodb.com/90-53086/,Captain Marvel,Carol Danvers,Earth-616,Spider-Gwen,Gwen Stacy,Earth-65,100.0,0.0,0.0
Spider-Man vs Madame Web,https://www.superherodb.com/90-50205/,Spider-Man,Peter Parker,Earth-616,Madame Web,Cassandra Webb,Earth-616,100.0,0.0,0.0
Dagger vs Psylocke,https://www.superherodb.com/90-50114/,Dagger,Tandy Bowen,Earth-616,Psylocke,Elizabeth Braddock,Earth-616,0.0,100.0,0.0
Carnage vs Psylocke,https://www.superherodb.com/90-43280/,Carnage,Cletus Kasady,Earth-616,Psylocke,Elizabeth Braddock,Earth-616,100.0,0.0,0.0
Shatterstar vs Longshot,https://www.superherodb.com/90-38426/,Shatterstar,Gaveedra Seven,Earth-616,Longshot,,Earth-616,100.0,0.0,0.0
Wolverine vs Firestar,https://www.superherodb.com/90-37666/,Wolverine,Logan,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Iron Man vs Engineer,https://www.superherodb.com/90-36796/,Iron Man,Tony Stark,Earth-616,Engineer,Angela Spica,The Wild Storm,0.0,100.0,0.0
Spider-Man vs 8-Ball,https://www.superherodb.com/90-36766/,Spider-Man,Peter Parker,Earth-616,8-Ball,Jeff Hagees,Earth-616,100.0,0.0,0.0
Spider-Man vs Firestar,https://www.superherodb.com/90-30517/,Spider-Man,Peter Parker,Earth-616,Firestar,Angelica Jones,Earth-616,33.3,66.7,0.0
Emma Frost vs Firestar,https://www.superherodb.com/90-30451/,Emma Frost,Emma Frost,Earth-616,Firestar,Angelica Jones,Earth-616,100.0,0.0,0.0
Northstar vs Aurora,https://www.superherodb.com/90-29847/,Northstar,Jean-Paul Beaubier,Earth-616,Aurora,Jeanne-Marie Beaubier,Earth-616,0.0,100.0,0.0
Dazzler vs Siryn,https://www.superherodb.com/90-29143/,Dazzler,Alison Blaire,Earth-616,Siryn,Theresa Rourke Cassidy,Earth-616,100.0,0.0,0.0
Spider-Man vs Beetle,https://www.superherodb.com/90-28494/,Spider-Man,Peter Parker,Earth-616,Beetle,Abner Jenkins,Earth-616,100.0,0.0,0.0
Kraven the Hunter vs Cheetah,https://www.superherodb.com/90-27280/,Kraven the Hunter,Sergei Kravinoff,Earth-616,Cheetah,Barbara Minerva,Prime Earth,0.0,100.0,0.0
Poison Ivy vs T-800,https://www.superherodb.com/90-26498/,Poison Ivy,Pamela Isley,Prime Earth,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,100.0,0.0,0.0
Spider-Woman vs Firestar,https://www.superherodb.com/90-23853/,Spider-Woman,Jessica Drew,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Firebird vs Songbird,https://www.superherodb.com/90-80578/,Firebird,Bonita Juarez,Earth-616,Songbird,Melissa Joan Gold,Earth-616,100.0,0.0,0.0
Star-Lord vs Silk,https://www.superherodb.com/90-79459/,Star-Lord,Peter Quill,Earth-616,Silk,Cindy Moon,Earth-616,0.0,100.0,0.0
Firestar vs Silk,https://www.superherodb.com/90-79113/,Firestar,Angelica Jones,Earth-616,Silk,Cindy Moon,Earth-616,100.0,0.0,0.0
Supergirl vs Gentle,https://www.superherodb.com/90-78992/,Supergirl,Kara Zor-El,Prime Earth,Gentle,Nezhno Abidemi,Earth-616,100.0,0.0,0.0
Snowbird vs Firestar,https://www.superherodb.com/90-75814/,Snowbird,Narya,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Wonder Woman vs Gentle,https://www.superherodb.com/90-71968/,Wonder Woman,Diana Prince,Prime Earth,Gentle,Nezhno Abidemi,Earth-616,100.0,0.0,0.0
Boom-Boom vs Bomb Queen,https://www.superherodb.com/90-68320/,Boom-Boom,Tabitha Smith,Earth-616,Bomb Queen,,,100.0,0.0,0.0
Phoenix vs Binary,https://www.superherodb.com/90-68091/,Phoenix,Jean Grey,Earth-616,Binary,Carol Danvers,Earth-616,100.0,0.0,0.0
Firestar vs Cloak,https://www.superherodb.com/90-65025/,Firestar,Angelica Jones,Earth-616,Cloak,Tyrone Johnson,Earth-616,0.0,100.0,0.0
She-Hulk vs Psylocke,https://www.superherodb.com/90-64690/,She-Hulk,Jennifer Walters,Earth-616,Psylocke,Elizabeth Braddock,Earth-616,100.0,0.0,0.0
Exodus vs Vulcan,https://www.superherodb.com/90-64084/,Exodus,Bennet Du Paris,Earth-616,Vulcan,Gabriel Summers,Earth-616,0.0,100.0,0.0
Pyro vs Firestar,https://www.superherodb.com/90-63843/,Pyro,St. John Allerdyce,Earth-616,Firestar,Angelica Jones,Earth-616,50.0,50.0,0.0
Psylocke vs White Queen,https://www.superherodb.com/90-63820/,Psylocke,Elizabeth Braddock,Earth-616,White Queen,Emma Frost,Earth-616,0.0,100.0,0.0
Darkhawk vs Nova,https://www.superherodb.com/90-63114/,Darkhawk,Christopher Powell,Earth-616,Nova,Richard Rider,Earth-616,0.0,100.0,0.0
Ant-Man vs Scarlet Spider II,https://www.superherodb.com/90-61843/,Ant-Man,Hank Pym,Earth-616,Scarlet Spider II,Kaine Parker,Earth-616,100.0,0.0,0.0
Moonstone vs Darkhawk,https://www.superherodb.com/90-60590/,Moonstone,Karla Sofen,Earth-616,Darkhawk,Christopher Powell,Earth-616,100.0,0.0,0.0
Captain Marvel vs US Agent,https://www.superherodb.com/90-60268/,Captain Marvel,Carol Danvers,Earth-616,US Agent,John F. Walker,Earth-616,100.0,0.0,0.0
Jean Grey vs White Queen,https://www.superherodb.com/90-59594/,Jean Grey,Jean Grey,Earth-616,White Queen,Emma Frost,Earth-616,100.0,0.0,0.0
Snowbird vs Firebird,https://www.superherodb.com/90-58832/,Snowbird,Narya,Earth-616,Firebird,Bonita Juarez,Earth-616,0.0,100.0,0.0
Captain Cold vs Firestar,https://www.superherodb.com/90-119949/,Captain Cold,Leonard Snart,Prime Earth,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Wolfsbane vs Timber Wolf,https://www.superherodb.com/90-118425/,Wolfsbane,Rahne Sinclair,Earth-616,Timber Wolf,Brin Londo,Prime Earth,0.0,100.0,0.0
Dagger vs Firestar,https://www.superherodb.com/90-115892/,Dagger,Tandy Bowen,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Songbird vs Siryn,https://www.superherodb.com/90-115322/,Songbird,Melissa Joan Gold,Earth-616,Siryn,Theresa Rourke Cassidy,Earth-616,100.0,0.0,0.0
Ant-Man vs Tick,https://www.superherodb.com/90-113111/,Ant-Man,Scott Lang,Earth-616,Tick,Nick,The Tick,50.0,50.0,0.0
Stargirl vs Firestar,https://www.superherodb.com/90-107627/,Stargirl,Courtney Whitmore,Prime Earth,Firestar,Angelica Jones,Earth-616,100.0,0.0,0.0
Dazzler vs Banshee,https://www.superherodb.com/90-107481/,Dazzler,Alison Blaire,Earth-616,Banshee,Sean Cassidy,Earth-616,100.0,0.0,0.0
Marvel Girl vs Legion,https://www.superherodb.com/90-103902/,Marvel Girl,Rachel Summers,Earth-811,Legion,David Haller,Earth-616,0.0,100.0,0.0
Sage vs Forge,https://www.superherodb.com/90-103443/,Sage,Tessa,Earth-616,Forge,,Earth-616,100.0,0.0,0.0
Man-Thing vs Plantman,https://www.superherodb.com/90-103016/,Man-Thing,Dr. Theodore Sallis ,Earth-616,Plantman,Samuel Smithers,Earth-616,100.0,0.0,0.0
Power Girl vs Strong Guy,https://www.superherodb.com/90-102865/,Power Girl,Kara Zor-L,Prime Earth,Strong Guy,Guido Carosella,Earth-616,100.0,0.0,0.0
Kraven the Hunter vs Godzilla,https://www.superherodb.com/90-102275/,Kraven the Hunter,Sergei Kravinoff,Earth-616,Godzilla,Gojira,MonsterVerse,0.0,100.0,0.0
Arachne vs Spider-Woman II,https://www.superherodb.com/90-100091/,Arachne,Julia Carpenter,Earth-616,Spider-Woman II,Julia Carpenter,Earth-616,50.0,50.0,0.0
Yoda vs Yaddle,https://www.superherodb.com/90-95045/,Yoda,Yoda,Star Wars,Yaddle,,Star Wars,100.0,0.0,0.0
Black Bolt vs Lash,https://www.superherodb.com/90-94241/,Black Bolt,Blackagar Boltagon,Earth-616,Lash,,Earth-616,50.0,50.0,0.0
Wolverine vs Viper,https://www.superherodb.com/90-93062/,Wolverine,Logan,Earth-616,Viper,Ophelia Sarkissian,Earth-616,100.0,0.0,0.0
Firestar vs Killer Frost,https://www.superherodb.com/90-87830/,Firestar,Angelica Jones,Earth-616,Killer Frost,Caitlin Snow,Prime Earth,100.0,0.0,0.0
Peter Petrelli vs Synch,https://www.superherodb.com/90-85534/,Peter Petrelli,Peter Petrelli,Heroes,Synch,Everett Thomas,Earth-616,100.0,0.0,0.0
Spider-Man vs Dagger,https://www.superherodb.com/90-85086/,Spider-Man,Peter Parker,Earth-616,Dagger,Tandy Bowen,Earth-616,83.3,16.7,0.0
Shocker vs Arclight,https://www.superherodb.com/90-158300/,Shocker,Herman Schultz,Earth-616,Arclight,Philippa Sontag,Earth-616,0.0,100.0,0.0
Venom vs Firestar,https://www.superherodb.com/90-157299/,Venom,Eddie Brock,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
The One-Above-All vs Gaea,https://www.superherodb.com/90-155736/,The One-Above-All,The One-Above-All,Earth-616,Gaea,,Earth-616,100.0,0.0,0.0
Cheetah vs White Tiger,https://www.superherodb.com/90-155144/,Cheetah,Barbara Minerva,Prime Earth,White Tiger,,Earth-616,100.0,0.0,0.0
Venom vs Shriek,https://www.superherodb.com/90-145557/,Venom,Eddie Brock,Earth-616,Shriek,Frances Louise Barrison,Earth-616,0.0,100.0,0.0
Firestar vs Iceberg,https://www.superherodb.com/90-144927/,Firestar,Angelica Jones,Earth-616,Iceberg,,Prime Earth,100.0,0.0,0.0
Firestar vs Spider-Gwen,https://www.superherodb.com/90-143920/,Firestar,Angelica Jones,Earth-616,Spider-Gwen,Gwen Stacy,Earth-65,100.0,0.0,0.0
Black Panther vs Timber Wolf,https://www.superherodb.com/90-143036/,Black Panther,T'Challa,Earth-616,Timber Wolf,Brin Londo,Prime Earth,75.0,25.0,0.0
Jason Bourne vs Agent 47,https://www.superherodb.com/90-138957/,Jason Bourne,David Webb,Bourne,Agent 47,Agent 47,Hitman,100.0,0.0,0.0
Sandman vs Human Torch,https://www.superherodb.com/90-136104/,Sandman,William Baker,Earth-616,Human Torch,Jim Hammond,Earth-616,50.0,50.0,0.0
Carnage vs Silk,https://www.superherodb.com/90-131647/,Carnage,Cletus Kasady,Earth-616,Silk,Cindy Moon,Earth-616,0.0,100.0,0.0
Cyclops vs Goblin Queen,https://www.superherodb.com/90-127086/,Cyclops,Scott Summers,Earth-616,Goblin Queen,Madelyne Jennifer Pryor,Earth-616,0.0,100.0,0.0
Spider-Man vs White Queen,https://www.superherodb.com/90-124246/,Spider-Man,Peter Parker,Earth-616,White Queen,Emma Frost,Earth-616,0.0,100.0,0.0
Omega Red vs Lady Deathstrike,https://www.superherodb.com/90-124172/,Omega Red,Arkady Gregorivich,Earth-616,Lady Deathstrike,Yuriko Oyama,Earth-616,100.0,0.0,0.0
Lash vs Quake,https://www.superherodb.com/90-124142/,Lash,,Earth-616,Quake,Daisy Johnson,Earth-616,66.7,33.3,0.0
Shatterstar vs Cannonball,https://www.superherodb.com/90-123205/,Shatterstar,Gaveedra Seven,Earth-616,Cannonball,Samuel Zachery Guthrie,Earth-616,100.0,0.0,0.0
Firestar vs Hydro-Man,https://www.superherodb.com/90-122583/,Firestar,Angelica Jones,Earth-616,Hydro-Man,Morris Bench,Earth-616,100.0,0.0,0.0
Blink vs Aurora,https://www.superherodb.com/90-122426/,Blink,Clarice Ferguson,Earth-616,Aurora,Jeanne-Marie Beaubier,Earth-616,0.0,100.0,0.0
Spider-Man vs Shriek,https://www.superherodb.com/90-120460/,Spider-Man,Peter Parker,Earth-616,Shriek,Frances Louise Barrison,Earth-616,100.0,0.0,0.0
Captain Marvel vs Goddess Of War,https://www.superherodb.com/90-198234/,Captain Marvel,Carol Danvers,Earth-616,Goddess Of War,Diana Prince,Prime Earth,0.0,100.0,0.0
Johnny Cage vs Cassie Cage,https://www.superherodb.com/90-198129/,Johnny Cage,Jonathan Carlton,MK,Cassie Cage,Cassandra Carlton Cage,MK,20.0,80.0,0.0
Spider-Man vs Spider-Man,https://www.superherodb.com/90-197757/,Spider-Man,Miguel O'Hara,Earth-928,Spider-Man,Peter Parquagh,Earth-311,100.0,0.0,0.0
Jean Grey vs Phoenix Force,https://www.superherodb.com/90-196933/,Jean Grey,Jean Grey,Earth-616,Phoenix Force,,Earth-616,0.0,100.0,0.0
Firestar vs Mister Freeze,https://www.superherodb.com/90-194654/,Firestar,Angelica Jones,Earth-616,Mister Freeze,Victor Fries,Prime Earth,100.0,0.0,0.0
Cheetah vs Timber Wolf,https://www.superherodb.com/90-190690/,Cheetah,Barbara Minerva,Prime Earth,Timber Wolf,Brin Londo,Prime Earth,100.0,0.0,0.0
Black Bolt vs Siryn,https://www.superherodb.com/90-186353/,Black Bolt,Blackagar Boltagon,Earth-616,Siryn,Theresa Rourke Cassidy,Earth-616,100.0,0.0,0.0
Spider-Man vs Gwenpool,https://www.superherodb.com/90-184932/,Spider-Man,Peter Parker,Earth-616,Gwenpool,Gwen Poole,Earth-616,0.0,100.0,0.0
Frenzy vs X-23,https://www.superherodb.com/90-183198/,Frenzy,Joanna Cargill,Earth-616,X-23,Laura Kinney,Earth-616,0.0,100.0,0.0
Invisible Woman vs Spectrum,https://www.superherodb.com/90-182189/,Invisible Woman,Susan Storm Richards,Earth-616,Spectrum,Monica Rambeau,Earth-616,0.0,100.0,0.0
Apocalypse vs Genocide,https://www.superherodb.com/90-178549/,Apocalypse,En Sabah Nur,Earth-616,Genocide,William Rolfson,Earth-616,100.0,0.0,0.0
Spider-Man vs Spider-Man,https://www.superherodb.com/90-177724/,Spider-Man,Peter Parker,Earth-90214,Spider-Man,Miguel O'Hara,Earth-928,100.0,0.0,0.0
Hulk vs Sentinel,https://www.superherodb.com/90-171834/,Hulk,Bruce Banner,Earth-616,Sentinel,,Earth-616,100.0,0.0,0.0
Jubilee vs Siryn,https://www.superherodb.com/90-169314/,Jubilee,Jubilation Lee,Earth-616,Siryn,Theresa Rourke Cassidy,Earth-616,0.0,100.0,0.0
Captain Marvel vs Spectrum,https://www.superherodb.com/90-167641/,Captain Marvel,Carol Danvers,Earth-616,Spectrum,Monica Rambeau,Earth-616,25.0,75.0,0.0
Professor X vs White Queen,https://www.superherodb.com/90-163423/,Professor X,Charles Francis Xavier,Earth-616,White Queen,Emma Frost,Earth-616,0.0,33.3,66.7
Spider-Man vs Lady Bullseye,https://www.superherodb.com/90-162998/,Spider-Man,Peter Parker,Earth-616,Lady Bullseye,Maki Matsumotu,Earth-616,0.0,100.0,0.0
Chun-Li vs Guile,https://www.superherodb.com/90-162220/,Chun-Li,,Street Fighter,Guile,,Street Fighter,100.0,0.0,0.0
Snake Eyes vs Agent 47,https://www.superherodb.com/90-159567/,Snake Eyes,,G.I. Joe,Agent 47,Agent 47,Hitman,100.0,0.0,0.0
Green Goblin vs Firestar,https://www.superherodb.com/90-242062/,Green Goblin,Norman Osborn,Earth-616,Firestar,Angelica Jones,Earth-616,0.0,100.0,0.0
Nova vs Corvus Glaive,https://www.superherodb.com/90-242014/,Nova,Richard Rider,Earth-616,Corvus Glaive,Corvus Glaive,Earth-616,100.0,0.0,0.0
Hope Summers vs Dark Phoenix,https://www.superherodb.com/90-241576/,Hope Summers,Hope Summers,Earth-616,Dark Phoenix,Jean Grey,Earth-616,0.0,100.0,0.0
Psylocke vs Fantomex,https://www.superherodb.com/90-240136/,Psylocke,Elizabeth Braddock,Earth-616,Fantomex,,Earth-616,100.0,0.0,0.0
Captain Marvel vs Power Princess,https://www.superherodb.com/90-239167/,Captain Marvel,Carol Danvers,Earth-616,Power Princess,Princess Zarda,Earth-616,100.0,0.0,0.0
Morlun vs Spider-Hulk,https://www.superherodb.com/90-236214/,Morlun,Morlun,Earth-001,Spider-Hulk,Peter Parker,Earth-616,75.0,25.0,0.0
Dazzler vs Shriek,https://www.superherodb.com/90-234498/,Dazzler,Alison Blaire,Earth-616,Shriek,Frances Louise Barrison,Earth-616,100.0,0.0,0.0
Athena vs Goddess Of War,https://www.superherodb.com/90-228605/,Athena,Pallas Athena,Prime Earth,Goddess Of War,Diana Prince,Prime Earth,100.0,0.0,0.0
Arachne vs Silk,https://www.superherodb.com/90-228483/,Arachne,Julia Carpenter,Earth-616,Silk,Cindy Moon,Earth-616,100.0,0.0,0.0
Wonder Woman vs Iron Spider,https://www.superherodb.com/90-223096/,Wonder Woman,Diana Prince,DCEU,Iron Spider,Peter Parker,MCU,100.0,0.0,0.0
Black Lightning vs Surge,https://www.superherodb.com/90-221941/,Black Lightning,Jefferson Pierce,Prime Earth,Surge,Noriko Ashida,Earth-616,100.0,0.0,0.0
"Iron Fist vs Iron Fist (1,000,000 B.C.)",https://www.superherodb.com/90-218216/,Iron Fist,Danny Rand,Earth-616,"Iron Fist (1,000,000 B.C.)",Fan Fei,Earth-616,75.0,25.0,0.0
Loki vs Spider-Man,https://www.superherodb.com/90-217614/,Loki,Loki Laufeyson,MCU,Spider-Man,Peter Parker,TASM,100.0,0.0,0.0
Binary vs Dark Phoenix,https://www.superherodb.com/90-213013/,Binary,Carol Danvers,Earth-616,Dark Phoenix,Jean Grey,Earth-616,0.0,100.0,0.0
Spider-Man vs Green Goblin,https://www.superherodb.com/90-207042/,Spider-Man,Peter Parker,Earth-616,Green Goblin,Hector Jones,Earth-616,100.0,0.0,0.0
Spider-Man vs Hobgoblin,https://www.superherodb.com/90-205719/,Spider-Man,Peter Parker,Earth-616,Hobgoblin,Phil Urich,Earth-616,100.0,0.0,0.0
Spider-Man vs Hobgoblin,https://www.superherodb.com/90-205718/,Spider-Man,Peter Parker,Earth-616,Hobgoblin,Edward Leeds,Earth-616,100.0,0.0,0.0
Venom vs Arachne,https://www.superherodb.com/90-203524/,Venom,Eddie Brock,Earth-616,Arachne,Julia Carpenter,Earth-616,100.0,0.0,0.0
Superman vs Goddess Of War,https://www.superherodb.com/90-200250/,Superman,Kal-El,Prime Earth,Goddess Of War,Diana Prince,Prime Earth,20.0,80.0,0.0
Black Bolt vs Shriek,https://www.superherodb.com/90-103389/,Black Bolt,Blackagar Boltagon,Earth-616,Shriek,Frances Louise Barrison,Earth-616,100.0,0.0,0.0
Carnage vs Shriek,https://www.superherodb.com/90-69956/,Carnage,Cletus Kasady,Earth-616,Shriek,Frances Louise Barrison,Earth-616,66.7,33.3,0.0
Thanos vs Uranos,https://www.superherodb.com/90-59437/,Thanos,Thanos,Earth-616,Uranos,Uranos,Earth-616,8.3,91.7,0.0
Abomination vs Red She-Hulk,https://www.superherodb.com/90-37551/,Abomination,Emil Blonsky,Earth-616,Red She-Hulk,Betty Ross,Earth-616,0.0,100.0,0.0
Scarlet Witch vs Dark Phoenix,https://www.superherodb.com/90-466247/,Scarlet Witch,Wanda Maximoff,MCU,Dark Phoenix,Jean Grey,EMCU,66.7,33.3,0.0
Thor vs Immortal She-Hulk,https://www.superherodb.com/90-465291/,Thor,Thor Odinson,Earth-616,Immortal She-Hulk,Jennifer Walters,Earth-616,0.0,100.0,0.0
Darth Maul vs Rey,https://www.superherodb.com/90-83783/,Darth Maul,Maul,Star Wars,Rey,Rey,Star Wars,58.8,41.2,0.0
Iron Man vs Jean Grey,https://www.superherodb.com/90-23702/,Iron Man,Tony Stark,Earth-616,Jean Grey,Jean Grey,Earth-616,22.2,72.2,5.599999999999994
Thor vs Moon Knight (Phoenix Force),https://www.superherodb.com/90-514376/,Thor,Thor Odinson,Earth-616,Moon Knight (Phoenix Force),Marc Spector,,0.0,100.0,0.0
Galactus vs The Mad Celestial,https://www.superherodb.com/90-243849/,Galactus,Galan,Earth-616,The Mad Celestial,The Mad Celestial,Earth-616,13.5,86.5,0.0
Hulk vs Weapon H,https://www.superherodb.com/90-239804/,Hulk,Bruce Banner,Earth-616,Weapon H,Clayton,Earth-616,81.6,14.3,4.1000000000000085
Phoenix Force vs Goblin Force,https://www.superherodb.com/90-392119/,Phoenix Force,,Earth-616,Goblin Force,,Earth-1298,75.6,19.5,4.900000000000006
Knull vs Darth Sidious (Dark Empire),https://www.superherodb.com/90-552713/,Knull,Knull,Earth-616,Darth Sidious (Dark Empire),Sheev Palpatine,SWL,82.6,13.0,4.400000000000006
Phoenix Force vs The Cosmic Raptor,https://www.superherodb.com/90-502616/,Phoenix Force,,Earth-616,The Cosmic Raptor,,,29.5,65.9,4.599999999999994
Captain Universe vs Captain Universe,https://www.superherodb.com/90-559901/,Captain Universe,Peter Parker,Earth-13,Captain Universe,Eddie Brock,Earth-616,10.0,76.7,13.299999999999997
Thing vs Immortal She-Hulk,https://www.superherodb.com/90-463538/,Thing,Ben Grimm,Earth-616,Immortal She-Hulk,Jennifer Walters,Earth-616,0.0,100.0,0.0
Black Widow vs Iron Maiden,https://www.superherodb.com/90-443218/,Black Widow,Natasha Romanoff,Earth-616,Iron Maiden,Melina Vostokoff,Earth-616,85.7,14.3,0.0
Rocket Raccoon vs Hit-Monkey,https://www.superherodb.com/90-414532/,Rocket Raccoon,,Earth-616,Hit-Monkey,,Earth-616,100.0,0.0,0.0
Captain Marvel vs Star (Reality Stone),https://www.superherodb.com/90-413671/,Captain Marvel,Carol Danvers,Earth-616,Star (Reality Stone),Ripley Ryan,Earth-616,17.6,82.4,0.0
Vixen vs Knockout,https://www.superherodb.com/90-403590/,Vixen,Mari McCabe,Prime Earth,Knockout,,Prime Earth,14.3,85.7,0.0
Superboy vs Knockout,https://www.superherodb.com/90-401044/,Superboy,Kon-El / Conner Kent,Prime Earth,Knockout,,Prime Earth,0.0,100.0,0.0
Wonder Woman vs Wolverine,https://www.superherodb.com/90-398085/,Wonder Woman,Diana Prince,Prime Earth,Wolverine,Laura Kinney,Earth-616,88.9,11.1,0.0
Katana vs Kitana,https://www.superherodb.com/90-395563/,Katana,Tatsu Yamashiro,Prime Earth,Kitana,,MK,11.1,88.9,0.0
Angela vs Spawn (Classic),https://www.superherodb.com/90-312026/,Angela,Angela,Spawn,Spawn (Classic),Al Simmons,Spawn,6.3,93.8,-0.09999999999999432
Daredevil vs Typhoid Mary,https://www.superherodb.com/90-276095/,Daredevil,Matt Murdock,Earth-616,Typhoid Mary,Mary Walker,Earth-616,57.1,42.9,0.0
Iron Fist vs Typhoid Mary,https://www.superherodb.com/90-249498/,Iron Fist,Danny Rand,Earth-616,Typhoid Mary,Mary Walker,Earth-616,62.5,37.5,0.0
Firestar vs Sunfire,https://www.superherodb.com/90-146848/,Firestar,Angelica Jones,Earth-616,Sunfire,Shiro Yoshida,Earth-616,66.7,22.2,11.099999999999994
Silver Surfer vs Dialga,https://www.superherodb.com/90-823530-12625/,Silver Surfer,Norrin Radd,Earth-616,Dialga,Dialga,Pokemon,50.0,50.0,0.0
Lucifer Morningstar (Depowered) vs Alito,https://www.superherodb.com/90-770521-10370/,Lucifer Morningstar (Depowered),Samael,Vertigo,Alito,,Yu-Gi-Oh!,100.0,0.0,0.0
Death vs Juste Belmont,https://www.superherodb.com/90-762461-9658/,Death,,Castlevania,Juste Belmont,,Castlevania,0.0,100.0,0.0
The One-Above-All vs Giorno Giovanna,https://www.superherodb.com/90-531435-8952/,The One-Above-All,The One-Above-All,Earth-616,Giorno Giovanna,Haruno Shiobana,JJBA,100.0,0.0,0.0
Lucifer Morningstar vs Reinhard Heydrich (Dies Irae),https://www.superherodb.com/90-470990-13288/,Lucifer Morningstar,Samael,Vertigo,Reinhard Heydrich (Dies Irae),Reinhard Heydrich,Masadaverse,0.0,100.0,0.0
Hulk vs Iron Man,https://www.superherodb.com/90-206086-12183/,Hulk,Bruce Banner,MCU,Iron Man,Tony Stark,MCU,0.0,100.0,0.0
Iron Man vs Majin Buu,https://www.superherodb.com/90-63599-12336/,Iron Man,Tony Stark,Earth-616,Majin Buu,Majin Buu,DB,100.0,0.0,0.0
Chaos vs Caine,https://www.superherodb.com/90-920672/,Chaos,,Sailor Moon,Caine,,WOD,0.0,100.0,0.0
