Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Battler Ushiromiya vs Habaki Sakagami,https://www.superherodb.com/90-912765/,Battler Ushiromiya,,Umineko Verse,Habaki Sakagami,Habaki Sakagami,Masadaverse,0.0,66.7,33.3
Thanos (Heart Of The Universe) vs God,https://www.superherodb.com/90-908226/,Thanos (Heart Of The Universe),Thanos,,God,Gan,,0.0,100.0,0.0
Darth Sidious vs Sif,https://www.superherodb.com/90-905912/,Darth Sidious,Sheev Palpatine,Star Wars,Sif,Sif,Earth-616,100.0,0.0,0.0
Lucifer Morningstar vs Bondye,https://www.superherodb.com/90-905703/,Lucifer Morningstar,Samael,Vertigo,Bondye,Bondye,WOD,0.0,100.0,0.0
The Living Tribunal vs God,https://www.superherodb.com/90-905607/,The Living Tribunal,,Earth-616,God,Gan,,0.0,100.0,0.0
Lucifer Morningstar vs HE,https://www.superherodb.com/90-905600/,Lucifer Morningstar,Samael,Vertigo,HE,,I/O Revision II,0.0,100.0,0.0
Mandrakk vs Vivec,https://www.superherodb.com/90-905585/,Mandrakk,Dax Novu,DM,Vivec,Vivec,TES,0.0,100.0,0.0
Doom Slayer vs InuYasha,https://www.superherodb.com/90-905328/,Doom Slayer,B.J. Blazkowicz III,Doomverse,InuYasha,Inuyasha,Inuyasha,100.0,0.0,0.0
Lucifer Morningstar vs Padomay,https://www.superherodb.com/90-905054/,Lucifer Morningstar,Samael,Vertigo,Padomay,Padomay,TES,0.0,100.0,0.0
Wolverine vs InuYasha,https://www.superherodb.com/90-905027/,Wolverine,Logan,Earth-616,InuYasha,Inuyasha,Inuyasha,0.0,100.0,0.0
Hulk vs Yammy Llargo,https://www.superherodb.com/90-904986/,Hulk,Bruce Banner,Earth-616,Yammy Llargo,Yammy Llargo,Bleach,100.0,0.0,0.0
Alita vs Ginkotsu,https://www.superherodb.com/90-904939/,Alita,,Battle Angel Alita,Ginkotsu,,Inuyasha,100.0,0.0,0.0
The Doctor vs The Buddha,https://www.superherodb.com/90-904751/,The Doctor,D³∑x₂,Doctor Who,The Buddha,The Enlightened One,WOD,50.0,50.0,0.0
Thanos vs Bumblebee,https://www.superherodb.com/90-904641/,Thanos,Thanos,MCU,Bumblebee,,TCU,100.0,0.0,0.0
Empty Hand vs Madoka Kaname,https://www.superherodb.com/90-904502/,Empty Hand,Empty Hand,Earth-7,Madoka Kaname,Madoka Kaname,Puella Magi Universe,100.0,0.0,0.0
Nabu vs Green Lantern (Maximum Willpower),https://www.superherodb.com/90-904289/,Nabu,,Prime Earth,Green Lantern (Maximum Willpower),Hal Jordan,,100.0,0.0,0.0
Lucifer Morningstar vs Eyes Of Heaven Jotaro,https://www.superherodb.com/90-904105/,Lucifer Morningstar,Samael,Vertigo,Eyes Of Heaven Jotaro,Jotaro Kujo,JJBA,100.0,0.0,0.0
Lucifer Morningstar vs Xeno Vegeta,https://www.superherodb.com/90-904103/,Lucifer Morningstar,Samael,Vertigo,Xeno Vegeta,Vegeta IV,Xenoverse,100.0,0.0,0.0
Lucifer Morningstar vs Xeno Trunks,https://www.superherodb.com/90-904102/,Lucifer Morningstar,Samael,Vertigo,Xeno Trunks,Trunks,DB,100.0,0.0,0.0
Death Of The Endless vs SCP-3812,https://www.superherodb.com/90-908088/,Death Of The Endless,Death,Vertigo,SCP-3812,,SCP,0.0,100.0,0.0
The Truth vs Caine,https://www.superherodb.com/90-908026/,The Truth,,FMA,Caine,,WOD,0.0,100.0,0.0
Nyarlathotep vs Bondye,https://www.superherodb.com/90-907864/,Nyarlathotep,,,Bondye,Bondye,WOD,0.0,100.0,0.0
Sailor Moon vs Cosmic Armor Superman,https://www.superherodb.com/90-907810/,Sailor Moon,Usagi Tsukino,Sailor Moon,Cosmic Armor Superman,Thought Robot,Prime Earth,0.0,100.0,0.0
Mazikeen vs SCP-3812,https://www.superherodb.com/90-907763/,Mazikeen,Mazikeen,Vertigo,SCP-3812,,SCP,0.0,100.0,0.0
Empty Hand vs Jafar,https://www.superherodb.com/90-907508/,Empty Hand,Empty Hand,Earth-7,Jafar,Jafar,Aladdin,100.0,0.0,0.0
Michael Demiurgos vs The Amaranth,https://www.superherodb.com/90-907450/,Michael Demiurgos,Michael Demiurgos,Vertigo,The Amaranth,The Amaranth,TES,0.0,100.0,0.0
Cosmic Armor Superman vs The Emperor Beyond The Sea (God Form),https://www.superherodb.com/90-907358/,Cosmic Armor Superman,Thought Robot,Prime Earth,The Emperor Beyond The Sea (God Form),,Narnia,20.0,80.0,0.0
Infinity Ultron (What If...?) vs Odin,https://www.superherodb.com/90-906988/,Infinity Ultron (What If...?),Ultron,MCU,Odin,,GoW,100.0,0.0,0.0
Dracula vs The Outsider,https://www.superherodb.com/90-906788/,Dracula,Vlad Tepes Dracula,Castlevania,The Outsider,,Dishonored,0.0,100.0,0.0
Kratos (Norse Mythology) vs The Outsider,https://www.superherodb.com/90-906781/,Kratos (Norse Mythology),,GoW,The Outsider,,Dishonored,50.0,50.0,0.0
Hajun vs Beerus (Manga),https://www.superherodb.com/90-906675/,Hajun,Mara Papiyas,SB,Beerus (Manga),Beerus,DB,100.0,0.0,0.0
Desire Of The Endless vs Mandrakk,https://www.superherodb.com/90-906145/,Desire Of The Endless,Epithumia,Vertigo,Mandrakk,Dax Novu,DM,0.0,100.0,0.0
Delirium Of The Endless vs Mandrakk,https://www.superherodb.com/90-906144/,Delirium Of The Endless,Delight,Vertigo,Mandrakk,Dax Novu,DM,0.0,100.0,0.0
Pinhead vs Hajun,https://www.superherodb.com/90-912748/,Pinhead,Elliott Spencer,,Hajun,Mara Papiyas,SB,25.0,75.0,0.0
Cosmic Armor Superman vs Otsutsuki God,https://www.superherodb.com/90-912742/,Cosmic Armor Superman,Thought Robot,Prime Earth,Otsutsuki God,Otsutsuki God,Naruto,100.0,0.0,0.0
Alien X vs Otsutsuki God,https://www.superherodb.com/90-912740/,Alien X,Celestialsapien,,Otsutsuki God,Otsutsuki God,Naruto,100.0,0.0,0.0
Scarlet Witch vs Mankar Camoran,https://www.superherodb.com/90-912700/,Scarlet Witch,Wanda Maximoff,MCU,Mankar Camoran,,TES,0.0,100.0,0.0
Scarlet King vs Bondye,https://www.superherodb.com/90-912492/,Scarlet King,Khahrahk,SCP,Bondye,Bondye,WOD,33.3,66.7,0.0
Rune King Thor vs The Buddha,https://www.superherodb.com/90-912490/,Rune King Thor,Thor Odinson,Earth-616,The Buddha,The Enlightened One,WOD,33.3,66.7,0.0
Alduin vs Sailor Moon,https://www.superherodb.com/90-911453/,Alduin,Dovahzul,TES,Sailor Moon,Usagi Tsukino,Sailor Moon,100.0,0.0,0.0
 Almighty Creator vs  The Godfather Of The Universe (Avatar Form),https://www.superherodb.com/90-910768/, Almighty Creator,Almighty Creator,, The Godfather Of The Universe (Avatar Form),All And Nothing,,50.0,50.0,0.0
Lucifer Morningstar vs Black Frieza,https://www.superherodb.com/90-910305/,Lucifer Morningstar,Samael,Vertigo,Black Frieza,Frieza,DB,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Living Tribunal (Superflow),https://www.superherodb.com/90-908769/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Living Tribunal (Superflow),,,0.0,100.0,0.0
Goku (Capsule Corp) vs Demigra,https://www.superherodb.com/90-908725/,Goku (Capsule Corp),Kakarot,DB,Demigra,Demigra,Xenoverse,100.0,0.0,0.0
Mandrakk vs Kami Tenchi,https://www.superherodb.com/90-908284/,Mandrakk,Dax Novu,DM,Kami Tenchi,Kami Tenchi,Tenchi Muyo,66.7,33.3,0.0
Arceus vs Gilgamesh (The Unwritten),https://www.superherodb.com/90-908267/,Arceus,Arceus,Pokemon,Gilgamesh (The Unwritten),,,0.0,100.0,0.0
Thanos vs Isshiki,https://www.superherodb.com/90-920549/,Thanos,Thanos,Earth-616,Isshiki,?tsutsuki Isshiki,Naruto,100.0,0.0,0.0
Doctor Strange (Classic) vs Devilman,https://www.superherodb.com/90-919412/,Doctor Strange (Classic),Stephen Strange,Earth-616,Devilman,Akira Fudo,Devilman Crybaby,100.0,0.0,0.0
Knull vs Wonder Woman (Anti-Crisis Energy),https://www.superherodb.com/90-919069/,Knull,Knull,Earth-616,Wonder Woman (Anti-Crisis Energy),Diana Prince,Prime Earth,0.0,100.0,0.0
Eru Iluvatar vs Mother Entity,https://www.superherodb.com/90-918498/,Eru Iluvatar,Eru,,Mother Entity,Mrs. Source,Prime Earth,40.0,60.0,0.0
Michael Demiurgos vs Padomay,https://www.superherodb.com/90-917613/,Michael Demiurgos,Michael Demiurgos,Vertigo,Padomay,Padomay,TES,0.0,100.0,0.0
Yhwach vs Castiel (Powered By Souls),https://www.superherodb.com/90-916945/,Yhwach,,Bleach,Castiel (Powered By Souls),Castiel,Supernatural,0.0,50.0,50.0
Michael Demiurgos vs Suzaku (Fushigi Y?gi),https://www.superherodb.com/90-915567/,Michael Demiurgos,Michael Demiurgos,Vertigo,Suzaku (Fushigi Y?gi),,Fushigi Yūgi,100.0,0.0,0.0
Doctor Doom vs Irene Belserion,https://www.superherodb.com/90-915566/,Doctor Doom,Victor Von Doom,Earth-616,Irene Belserion,Irene Belserion,Fairy Tail,100.0,0.0,0.0
Parallax vs Saber(Fate/Stay Night),https://www.superherodb.com/90-914792/,Parallax,Hal Jordan,Prime Earth,Saber(Fate/Stay Night),Artoria Pendragon,Nasuverse,50.0,50.0,0.0
Knull vs The One Giver,https://www.superherodb.com/90-914338/,Knull,Knull,Earth-616,The One Giver,The One Giver,WOD,0.0,100.0,0.0
Thanos (Infinity Gauntlet) vs Yaldabaoth,https://www.superherodb.com/90-913973/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Yaldabaoth,,SMT,50.0,50.0,0.0
Mercurius (Dies Irae) vs Tokimi,https://www.superherodb.com/90-913875/,Mercurius (Dies Irae),,Masadaverse,Tokimi,Tokimi,Tenchi Muyo,100.0,0.0,0.0
God vs Akuto Sai,https://www.superherodb.com/90-913874/,God,Gan,,Akuto Sai,Akuto,IUND,100.0,0.0,0.0
Pralaya vs Void Shiki,https://www.superherodb.com/90-913515/,Pralaya,Pralaya,Prime Earth,Void Shiki,Ryougi Shiki/Akasha,Nasuverse,100.0,0.0,0.0
White Phoenix of the Crown vs Gilgamesh,https://www.superherodb.com/90-913514/,White Phoenix of the Crown,Jean Grey,Earth-616,Gilgamesh,Gilgamesh,Nasuverse,50.0,0.0,50.0
Kami Tenchi vs The Divine Creator,https://www.superherodb.com/90-913238/,Kami Tenchi,Kami Tenchi,Tenchi Muyo,The Divine Creator,Divine Creator,Earth-616,0.0,100.0,0.0
Tenma Yato vs Washu,https://www.superherodb.com/90-912766/,Tenma Yato,Ren Fuji,Masadaverse,Washu,Washu Hakubi,Tenchi Muyo,50.0,0.0,50.0
Harley Quinn vs Sinestro,https://www.superherodb.com/90-56757-12773/,Harley Quinn,Harleen Quinzel,Prime Earth,Sinestro,Thaal Sinestro,Prime Earth,0.0,100.0,0.0
Batman vs The One-Above-All,https://www.superherodb.com/90-44039-8912/,Batman,Bruce Wayne,Prime Earth,The One-Above-All,The One-Above-All,Earth-616,50.0,0.0,50.0
Iron Man vs The One-Above-All,https://www.superherodb.com/90-41931-9543/,Iron Man,Tony Stark,Earth-616,The One-Above-All,The One-Above-All,Earth-616,0.0,100.0,0.0
Sylar vs Batwoman,https://www.superherodb.com/90-37661-13204/,Sylar,Gabriel Gray,Heroes,Batwoman,Kate Kane,Prime Earth,0.0,100.0,0.0
Spider-Man vs The One-Above-All,https://www.superherodb.com/90-35021-12376/,Spider-Man,Peter Parker,Earth-616,The One-Above-All,The One-Above-All,Earth-616,100.0,0.0,0.0
Magneto vs Red Skull,https://www.superherodb.com/90-25606-9503/,Magneto,Max Eisenhardt,Earth-616,Red Skull,Johann Shmidt,Earth-616,0.0,100.0,0.0
Ghost Rider vs John Constantine,https://www.superherodb.com/90-17239-10320/,Ghost Rider,Johnny Blaze,Earth-616,John Constantine,John Constantine,Vertigo,0.0,100.0,0.0
Ultron vs Doctor Doom,https://www.superherodb.com/90-13670-10532/,Ultron,Ultron,Earth-616,Doctor Doom,Victor Von Doom,Earth-616,0.0,100.0,0.0
Galactus vs Merlyn,https://www.superherodb.com/90-11918-12861/,Galactus,Galan,Earth-616,Merlyn,,Prime Earth,100.0,0.0,0.0
Spawn (Modern) vs Venom,https://www.superherodb.com/90-11604-12377/,Spawn (Modern),Al Simmons,Spawn,Venom,Eddie Brock,Earth-616,100.0,0.0,0.0
Darth Vader vs Doctor Doom,https://www.superherodb.com/90-8920-12108/,Darth Vader,Anakin Skywalker,Star Wars,Doctor Doom,Victor Von Doom,Earth-616,0.0,100.0,0.0
Hulk vs Absorbing Man,https://www.superherodb.com/90-3538-9580/,Hulk,Bruce Banner,Earth-616,Absorbing Man,Carl Creel,Earth-616,100.0,0.0,0.0
Wonder Woman vs The Flash,https://www.superherodb.com/90-1184-13099/,Wonder Woman,Diana Prince,Prime Earth,The Flash,Barry Allen,Prime Earth,100.0,0.0,0.0
Wonder Woman vs Thor,https://www.superherodb.com/90-886-12997/,Wonder Woman,Diana Prince,Prime Earth,Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
Hulk vs Doomsday,https://www.superherodb.com/90-403-9527/,Hulk,Bruce Banner,Earth-616,Doomsday,Doomsday,Prime Earth,100.0,0.0,0.0
The Flash vs Quicksilver,https://www.superherodb.com/90-190-12157/,The Flash,Barry Allen,Prime Earth,Quicksilver,Pietro Maximoff,Earth-616,100.0,0.0,0.0
Iron Man vs Black Panther,https://www.superherodb.com/90-83-10305/,Iron Man,Tony Stark,Earth-616,Black Panther,T'Challa,Earth-616,100.0,0.0,0.0
White Raven vs Phoenix Force,https://www.superherodb.com/90-920674/,White Raven,Rachel Roth,Teen Titans,Phoenix Force,,EMCU,0.0,100.0,0.0
Oldfather vs Hao Asakura (Shaman King),https://www.superherodb.com/90-920673/,Oldfather,Adam K'ad-Mon,Earth-616,Hao Asakura (Shaman King),,Shaman King,100.0,0.0,0.0
Thanos vs Cyttorak,https://www.superherodb.com/90-197339-9989/,Thanos,Thanos,Earth-616,Cyttorak,Cyttorak,Earth-616,100.0,0.0,0.0
Juggernaut vs Broly,https://www.superherodb.com/90-193716-10372/,Juggernaut,Cain Marko,Earth-616,Broly,Broly,DB,100.0,0.0,0.0
Lucifer Morningstar vs The Fulcrum,https://www.superherodb.com/90-192928-9657/,Lucifer Morningstar,Samael,Vertigo,The Fulcrum,The Fulcrum,Earth-616,100.0,0.0,0.0
Hulk vs Ghost Rider,https://www.superherodb.com/90-188442-10435/,Hulk,Bruce Banner,Earth-616,Ghost Rider,Robbie Reyes,Earth-616,0.0,100.0,0.0
Beyonder vs The Fulcrum,https://www.superherodb.com/90-188012-12666/,Beyonder,,Earth-616,The Fulcrum,The Fulcrum,Earth-616,100.0,0.0,0.0
The One-Above-All vs Guts,https://www.superherodb.com/90-186717-10347/,The One-Above-All,The One-Above-All,Earth-616,Guts,Guts,Berserk,100.0,0.0,0.0
Invisible Woman vs She-Venom,https://www.superherodb.com/90-182186-12175/,Invisible Woman,Susan Storm Richards,Earth-616,She-Venom,Anne Weying,Earth-616,100.0,0.0,0.0
Iron Man vs Captain America,https://www.superherodb.com/90-159799-13203/,Iron Man,Tony Stark,Earth-616,Captain America,William Nasland,Earth-616,100.0,0.0,0.0
Thor vs Kratos (Norse Mythology),https://www.superherodb.com/90-158590-13145/,Thor,Thor Odinson,Earth-616,Kratos (Norse Mythology),,GoW,100.0,0.0,0.0
Falcon vs Iron Spider,https://www.superherodb.com/90-154449-9600/,Falcon,Sam Wilson,Earth-616,Iron Spider,Peter Parker,Earth-616,0.0,100.0,0.0
Phoenix vs Angela,https://www.superherodb.com/90-144522-10290/,Phoenix,Jean Grey,Earth-616,Angela,Angela,Spawn,100.0,0.0,0.0
Death vs Man Of Miracles,https://www.superherodb.com/90-131082-9604/,Death,Death,Earth-616,Man Of Miracles,Mother Of Existence,Spawn,100.0,0.0,0.0
The One-Above-All vs Lucifer Morningstar,https://www.superherodb.com/90-127770-13116/,The One-Above-All,The One-Above-All,Earth-616,Lucifer Morningstar,Samael,Vertigo,100.0,0.0,0.0
Lucifer Morningstar vs Rune King Thor,https://www.superherodb.com/90-127401-12793/,Lucifer Morningstar,Samael,Vertigo,Rune King Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
Superman Prime vs Rune King Thor,https://www.superherodb.com/90-124667-9396/,Superman Prime,Kal-El,One Million,Rune King Thor,Thor Odinson,Earth-616,0.0,100.0,0.0
Blue Beetle vs MODOK,https://www.superherodb.com/90-119239-10222/,Blue Beetle,Jaime Reyes,Prime Earth,MODOK,George Tarleton,Earth-616,100.0,0.0,0.0
Darth Vader vs T-800,https://www.superherodb.com/90-83235-12947/,Darth Vader,Anakin Skywalker,Star Wars,T-800,Cyberdyne Systems Series 800 Terminator Model 101,Terminator,100.0,0.0,0.0
Aquaman vs Beyonder,https://www.superherodb.com/90-79774-13100/,Aquaman,Arthur Curry,Prime Earth,Beyonder,,Earth-616,0.0,100.0,0.0
Galactus vs Sonic The Hedgehog,https://www.superherodb.com/90-74806-12635/,Galactus,Galan,Earth-616,Sonic The Hedgehog,Sonic Maurice Hedgehog,Sonic,100.0,0.0,0.0
Black Panther vs Batman,https://www.superherodb.com/90-314324-12808/,Black Panther,T'Challa,Earth-616,Batman,Bruce Wayne,Arkhamverse,100.0,0.0,0.0
Thanos vs Above All Others,https://www.superherodb.com/90-311063-10570/,Thanos,Thanos,Earth-616,Above All Others,Above All Others,Earth-616,100.0,0.0,0.0
Batman vs Azathoth,https://www.superherodb.com/90-287458-8921/,Batman,Bruce Wayne,Prime Earth,Azathoth,,,100.0,0.0,0.0
The Spectre vs Silver The Hedgehog,https://www.superherodb.com/90-282919-12361/,The Spectre,Aztar,Prime Earth,Silver The Hedgehog,Silver,Sonic,100.0,0.0,0.0
Superman vs Lucifer Morningstar,https://www.superherodb.com/90-281602-12373/,Superman,Kal-El,Prime Earth,Lucifer Morningstar,Samael,Arrowverse,100.0,0.0,0.0
The One-Above-All vs Hulk,https://www.superherodb.com/90-243061-12302/,The One-Above-All,The One-Above-All,Earth-616,Hulk,Bruce Banner,MCU,100.0,0.0,0.0
Superman vs Raiden,https://www.superherodb.com/90-239453-13200/,Superman,Kal-El,New 52,Raiden,,Injustice,100.0,0.0,0.0
Iron Man vs Scooby,https://www.superherodb.com/90-229515-12083/,Iron Man,Tony Stark,Earth-616,Scooby,Scoobert-Doo,Scooby-Doo,100.0,0.0,0.0
Batman vs Guts,https://www.superherodb.com/90-222543-9064/,Batman,Bruce Wayne,Prime Earth,Guts,Guts,Berserk,100.0,0.0,0.0
Iron Man vs Falcon,https://www.superherodb.com/90-221885-9612/,Iron Man,Tony Stark,MCU,Falcon,Sam Wilson,MCU,0.0,100.0,0.0
Beyonder vs Cosmic Armor Superman,https://www.superherodb.com/90-212507-10297/,Beyonder,,Earth-616,Cosmic Armor Superman,Thought Robot,Prime Earth,100.0,0.0,0.0
Thor vs Scarlet Witch,https://www.superherodb.com/90-208187-12179/,Thor,Thor Odinson,MCU,Scarlet Witch,Wanda Maximoff,MCU,0.0,100.0,0.0
King Thanos vs Cosmic Armor Superman,https://www.superherodb.com/90-207506-10300/,King Thanos,Thanos,Earth-TRN666,Cosmic Armor Superman,Thought Robot,Prime Earth,50.0,50.0,0.0
Darkseid vs Immortal Hulk,https://www.superherodb.com/90-206979-9864/,Darkseid,Uxas,Prime Earth,Immortal Hulk,Bruce Banner,Earth-616,100.0,0.0,0.0
Rune King Thor vs Cosmic Armor Superman,https://www.superherodb.com/90-206903-10302/,Rune King Thor,Thor Odinson,Earth-616,Cosmic Armor Superman,Thought Robot,Prime Earth,50.0,50.0,0.0
Superman vs Batman,https://www.superherodb.com/90-206091-13323/,Superman,Kal-El,DCEU,Batman,Bruce Wayne,DCEU,0.0,100.0,0.0
Superman vs Lockdown,https://www.superherodb.com/90-469547-10264/,Superman,Kal-El,Prime Earth,Lockdown,Lockdown,TCU,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Lockdown,https://www.superherodb.com/90-469544-10301/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Lockdown,Lockdown,TCU,100.0,0.0,0.0
Thor vs Thanos (Astral Regulator),https://www.superherodb.com/90-468512-13098/,Thor,Thor Odinson,Earth-616,Thanos (Astral Regulator),Thanos,,0.0,100.0,0.0
Punisher vs Yujiro,https://www.superherodb.com/90-468373-12994/,Punisher,Frank Castle,Earth-616,Yujiro,Yujiro Hanma,Baki,100.0,0.0,0.0
Thor vs Darkseid,https://www.superherodb.com/90-467011-12205/,Thor,Thor Odinson,MCU,Darkseid,Uxas,DCEU,0.0,100.0,0.0
Doctor Doom vs Whis,https://www.superherodb.com/90-466436-8928/,Doctor Doom,Victor Von Doom,Earth-616,Whis,,DB,100.0,0.0,0.0
Lucifer Morningstar vs Ren Fuji,https://www.superherodb.com/90-447275-12860/,Lucifer Morningstar,Samael,Vertigo,Ren Fuji,Ren Fuji,Masadaverse,0.0,100.0,0.0
Omni-Man vs Homelander,https://www.superherodb.com/90-443172-10293/,Omni-Man,Nolan Grayson,Invincible,Homelander,,The Boys,100.0,0.0,0.0
Rune King Thor vs Breaker of Worlds,https://www.superherodb.com/90-404315-12180/,Rune King Thor,Thor Odinson,Earth-616,Breaker of Worlds,Bruce Banner,Earth-616,0.0,100.0,0.0
Scarlet Witch vs Mister M,https://www.superherodb.com/90-389799-10516/,Scarlet Witch,Wanda Maximoff,Earth-616,Mister M,Absolon Mercator,Earth-616,100.0,0.0,0.0
Arnim Zola vs Ultron,https://www.superherodb.com/90-389229-10288/,Arnim Zola,Arnim Zola,Earth-616,Ultron,Ultron,MCU,0.0,100.0,0.0
Superman vs Featherine Augustus Aurora,https://www.superherodb.com/90-521536-12156/,Superman,Kal-El,Prime Earth,Featherine Augustus Aurora,Featherine Augustus Aurora,Umineko Verse,100.0,0.0,0.0
Mandrakk vs Ren Fuji,https://www.superherodb.com/90-506459-12675/,Mandrakk,Dax Novu,DM,Ren Fuji,Ren Fuji,Masadaverse,0.0,100.0,0.0
Peter Griffin vs Vaas Montenegro,https://www.superherodb.com/90-505263-12295/,Peter Griffin,Peter Griffin,Family Guy,Vaas Montenegro,,Far Cry,100.0,0.0,0.0
Ghost Rider vs Devil Hulk,https://www.superherodb.com/90-503183-10283/,Ghost Rider,Robbie Reyes,Earth-616,Devil Hulk,Bruce Banner,,0.0,100.0,0.0
Emperor Joker vs The Darkest Knight,https://www.superherodb.com/90-501267-8667/,Emperor Joker,,Prime Earth,The Darkest Knight,Bruce Wayne,DM,0.0,100.0,0.0
Wolverine vs Devilman,https://www.superherodb.com/90-490327-13115/,Wolverine,Logan,Earth-616,Devilman,Akira Fudo,Devilman Crybaby,100.0,0.0,0.0
Doctor Fate vs Dracula,https://www.superherodb.com/90-490280-13357/,Doctor Fate,Kent Nelson,Prime Earth,Dracula,Vlad Tepes Dracula,Castlevania,100.0,0.0,0.0
Mercurius (Dies Irae) vs Muzan,https://www.superherodb.com/90-484838-13008/,Mercurius (Dies Irae),,Masadaverse,Muzan,Magsarion,Masadaverse,0.0,100.0,0.0
Beyonder vs Ren Fuji,https://www.superherodb.com/90-483621-12971/,Beyonder,,Earth-616,Ren Fuji,Ren Fuji,Masadaverse,75.0,25.0,0.0
Sailor Moon vs Gilgamesh,https://www.superherodb.com/90-477498-13243/,Sailor Moon,Usagi Tsukino,Sailor Moon,Gilgamesh,Gilgamesh,Nasuverse,0.0,100.0,0.0
Beyonder vs Mercurius (Dies Irae),https://www.superherodb.com/90-476408-13311/,Beyonder,,Earth-616,Mercurius (Dies Irae),,Masadaverse,0.0,100.0,0.0
Michael Demiurgos vs Reinhard Heydrich (Dies Irae),https://www.superherodb.com/90-473025-13297/,Michael Demiurgos,Michael Demiurgos,Vertigo,Reinhard Heydrich (Dies Irae),Reinhard Heydrich,Masadaverse,50.0,50.0,0.0
Gorr The God Butcher vs Aizen (Monster),https://www.superherodb.com/90-733550-9603/,Gorr The God Butcher,Gorr,Earth-616,Aizen (Monster),Sousuke Aizen,Bleach,100.0,0.0,0.0
Thanos vs Nimrod The Hunter,https://www.superherodb.com/90-723749-9638/,Thanos,Thanos,Earth-616,Nimrod The Hunter,Nimrod,Earth-616,100.0,0.0,0.0
Marquis Of Death vs Alucard (Post-Schrodinger),https://www.superherodb.com/90-714867-8620/,Marquis Of Death,Clyde Wyncham,Earth-807128,Alucard (Post-Schrodinger),Dracula,Hellsing,100.0,0.0,0.0
Roronoa Zoro vs Goku Black,https://www.superherodb.com/90-701237-8915/,Roronoa Zoro,Roronoa Zoro,OP,Goku Black,Zamasu,DB,100.0,0.0,0.0
Doctor Doom vs Ryuk,https://www.superherodb.com/90-700752-12392/,Doctor Doom,Victor Von Doom,Earth-616,Ryuk,Ryuk,Death Note,100.0,0.0,0.0
