Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Doctor Doom vs The Queen Of Nevers,https://www.superherodb.com/90-878480/,Doctor Doom,Victor Von Doom,Earth-616,The Queen Of Nevers,Never Queen,Earth-616,0.0,100.0,0.0
Scathan vs Null The Living Darkness,https://www.superherodb.com/90-695182/,Scathan,Scathan,Earth-616,Null The Living Darkness,NA,Earth-616,100.0,0.0,0.0
Deacon vs Dracula,https://www.superherodb.com/90-799504/,Deacon,NA,Earth-616,Dracula,Vlad Tepes Dracula,Earth-616,0.0,100.0,0.0
Blade vs Deacon,https://www.superherodb.com/90-799499/,Blade,Eric Brooks,Earth-616,Deacon,NA,Earth-616,100.0,0.0,0.0
The Living Tribunal vs Null The Living Darkness,https://www.superherodb.com/90-693986/,The Living Tribunal,NA,Earth-616,Null The Living Darkness,NA,Earth-616,100.0,0.0,0.0
Rune King Thor vs The Pilgrim,https://www.superherodb.com/90-860118/,Rune King Thor,Thor Odinson,Earth-616,The Pilgrim,NA,Earth-616,0.0,100.0,0.0
The First Firmament vs Ego-Prime,https://www.superherodb.com/90-861696/,The First Firmament,The First Firmament,Earth-616,Ego-Prime,Ego,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs The Pilgrim,https://www.superherodb.com/90-863347/,Thanos (Infinity Gauntlet),Thanos,Earth-616,The Pilgrim,NA,Earth-616,0.0,100.0,0.0
The Fourth (Fourth Cosmos) vs The Pilgrim,https://www.superherodb.com/90-864653/,The Fourth (Fourth Cosmos),The Fourth,Earth-616,The Pilgrim,NA,Earth-616,0.0,0.0,100.0
Gwenpool vs Multi-Oblivion,https://www.superherodb.com/90-866119/,Gwenpool,Gwen Poole,Earth-616,Multi-Oblivion,Oblivion,Earth-616,0.0,100.0,0.0
The Divine Creator vs Cleito,https://www.superherodb.com/90-858313/,The Divine Creator,Divine Creator,Earth-616,Cleito,Cleito,Earth-616,100.0,0.0,0.0
Shaper Of Worlds vs The Black Winter,https://www.superherodb.com/90-859617/,Shaper Of Worlds,Shaper Of Worlds,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
The Divine Creator vs Logos,https://www.superherodb.com/90-861021/,The Divine Creator,Divine Creator,Earth-616,Logos,Logos,Earth-616,100.0,0.0,0.0
Galactus vs Multi-Oblivion,https://www.superherodb.com/90-860430/,Galactus,Galan,Earth-616,Multi-Oblivion,Oblivion,Earth-616,0.0,100.0,0.0
Beyonder vs Cosmic King Thor,https://www.superherodb.com/90-860355/,Beyonder,Ivory King,Earth-616,Cosmic King Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
Cosmic King Thor vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-862788/,Cosmic King Thor,Thor Odinson,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,0.0,100.0,0.0
Knull vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-694421/,Knull,Knull,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,0.0,100.0,0.0
Mangog vs The Black Winter,https://www.superherodb.com/90-793365/,Mangog,Mangog,Earth-616,The Black Winter,NA,Earth-616,0.0,100.0,0.0
Chaos War Hercules vs Galactus (Herald Supreme),https://www.superherodb.com/90-794310/,Chaos War Hercules,Hercules,Earth-616,Galactus (Herald Supreme),Galan,Earth-616,100.0,0.0,0.0
The Alien Entity vs Infinites,https://www.superherodb.com/90-798087/,The Alien Entity,NA,Earth-616,Infinites,NA,Earth-616,0.0,100.0,0.0
Doctor Strange (Black Priest) vs Living Buddha,https://www.superherodb.com/90-693140/,Doctor Strange (Black Priest),Stephen Strange,Earth-616,Living Buddha,Living Buddha,Earth-616,0.0,0.0,100.0
Knull vs Cosmic Korvac,https://www.superherodb.com/90-798793/,Knull,Knull,Earth-616,Cosmic Korvac,Michael Korvac,Earth-616,100.0,0.0,0.0
Sentry vs Kree Sentry,https://www.superherodb.com/90-693162/,Sentry,Robert Reynolds,Earth-616,Kree Sentry,NA,Earth-616,100.0,0.0,0.0
The Living Tribunal vs Starship Hulk,https://www.superherodb.com/90-849051/,The Living Tribunal,NA,Earth-616,Starship Hulk,Bruce Banner,Earth-616,100.0,0.0,0.0
Venom vs Daken,https://www.superherodb.com/90-851678/,Venom,MacDonald Gargan,Earth-616,Daken,Akihiro,Earth-616,66.7,33.3,0.0
Lords Of Shamballa vs Griever At The End Of All Things,https://www.superherodb.com/90-854726/,Lords Of Shamballa,Lords Of Shamballa,Earth-616,Griever At The End Of All Things,Griever At The End Of All Things,Earth-616,100.0,0.0,0.0
Phoenix vs The Pilgrim,https://www.superherodb.com/90-848208/,Phoenix,Taaia,Earth-616,The Pilgrim,NA,Earth-616,20.0,20.0,60.0
Knull vs Phoenix,https://www.superherodb.com/90-848205/,Knull,Knull,Earth-616,Phoenix,Taaia,Earth-616,0.0,100.0,0.0
Thing vs Human Torch (Absolute Hot),https://www.superherodb.com/90-849820/,Thing,Ben Grimm,Earth-616,Human Torch (Absolute Hot),Johnny Storm,Earth-616,0.0,100.0,0.0
Beyonder (Post-Retcon) vs Loki (God Of Stories),https://www.superherodb.com/90-849677/,Beyonder (Post-Retcon),Beyonder,Earth-616,Loki (God Of Stories),Loki Laufeyson,Earth-616,40.0,40.0,20.0
Jason Quantrell (Mr. Beyond) vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-849656/,Jason Quantrell (Mr. Beyond),NA,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
The One Below All vs Phoenix,https://www.superherodb.com/90-853044/,The One Below All,The One Below All,Earth-616,Phoenix,Taaia,Earth-616,100.0,0.0,0.0
Tiamut vs Beyonder,https://www.superherodb.com/90-853039/,Tiamut,Tiamut,Earth-616,Beyonder,Ivory King,Earth-616,50.0,0.0,50.0
Galactus (Ultimate Nullifier) vs Black Cat (Infinity gauntlet),https://www.superherodb.com/90-853859/,Galactus (Ultimate Nullifier),Galan,Earth-616,Black Cat (Infinity gauntlet),Felicia Hardy,Earth-616,100.0,0.0,0.0
Sif vs Lady Loki,https://www.superherodb.com/90-855211/,Sif,Sif,Earth-616,Lady Loki,Loki Laufeysdottir,Earth-616,0.0,100.0,0.0
The Queen Of Nevers vs Tiamut,https://www.superherodb.com/90-849821/,The Queen Of Nevers,Never Queen,Earth-616,Tiamut,Tiamut,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Oldfather,https://www.superherodb.com/90-851638/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Oldfather,Adam K'ad-Mon,Earth-616,0.0,100.0,0.0
Starbrand vs Breaker of Worlds,https://www.superherodb.com/90-852292/,Starbrand,Kevin Connor,Earth-616,Breaker of Worlds,Bruce Banner,Earth-616,0.0,100.0,0.0
Beyonder (Post-Retcon) vs Lords Of Shamballa,https://www.superherodb.com/90-853150/,Beyonder (Post-Retcon),Beyonder,Earth-616,Lords Of Shamballa,Lords Of Shamballa,Earth-616,0.0,100.0,0.0
Lords Of Shamballa vs Phoenix,https://www.superherodb.com/90-853146/,Lords Of Shamballa,Lords Of Shamballa,Earth-616,Phoenix,Taaia,Earth-616,33.3,66.7,0.0
Zeus vs Midgard Serpent,https://www.superherodb.com/90-855304/,Zeus,Zeus Panhellenios,Earth-616,Midgard Serpent,Jormungand,Earth-616,100.0,0.0,0.0
Mephisto vs World Breaker Thor,https://www.superherodb.com/90-855300/,Mephisto,NA,Earth-616,World Breaker Thor,Thor Odinson,Earth-616,0.0,0.0,100.0
Lords Of Shamballa vs Vision (House Of Ideas),https://www.superherodb.com/90-855875/,Lords Of Shamballa,Lords Of Shamballa,Earth-616,Vision (House Of Ideas),Vision,Earth-616,50.0,50.0,0.0
Loki (God Of Stories) vs Lords Of Shamballa,https://www.superherodb.com/90-855811/,Loki (God Of Stories),Loki Laufeyson,Earth-616,Lords Of Shamballa,Lords Of Shamballa,Earth-616,25.0,75.0,0.0
The Living Tribunal vs Oldfather,https://www.superherodb.com/90-855712/,The Living Tribunal,NA,Earth-616,Oldfather,Adam K'ad-Mon,Earth-616,0.0,100.0,0.0
Amadeus Cho vs Thor,https://www.superherodb.com/90-855315/,Amadeus Cho,Amadeus Cho,Earth-616,Thor,Jane Foster,Earth-616,0.0,100.0,0.0
The Black Winter vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-694412/,The Black Winter,NA,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,100.0,0.0
Logos vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-694406/,Logos,Logos,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,100.0,0.0
Arishem The Judge vs Iron Man (God-buster Armour Model 63),https://www.superherodb.com/90-695162/,Arishem The Judge,Arishem,Earth-616,Iron Man (God-buster Armour Model 63),Tony Stark,Earth-616,0.0,100.0,0.0
Galactus vs World Breaker Thor,https://www.superherodb.com/90-794200/,Galactus,Galan,Earth-616,World Breaker Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
The Fulcrum vs Phoenix,https://www.superherodb.com/90-844195/,The Fulcrum,The Fulcrum,Earth-616,Phoenix,Taaia,Earth-616,33.3,0.0,66.7
Multi-Oblivion vs Phoenix,https://www.superherodb.com/90-842275/,Multi-Oblivion,Oblivion,Earth-616,Phoenix,Taaia,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Phoenix,https://www.superherodb.com/90-842263/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Phoenix,Taaia,Earth-616,16.7,83.3,0.0
Vision (House Of Ideas) vs Phoenix,https://www.superherodb.com/90-842250/,Vision (House Of Ideas),Vision,Earth-616,Phoenix,Taaia,Earth-616,100.0,0.0,0.0
The Fulcrum vs Starbrand,https://www.superherodb.com/90-843687/,The Fulcrum,The Fulcrum,Earth-616,Starbrand,Kevin Connor,Earth-616,100.0,0.0,0.0
Beyonder vs The Pilgrim,https://www.superherodb.com/90-846524/,Beyonder,NA,Earth-616,The Pilgrim,NA,Earth-616,33.3,33.3,33.400000000000006
Scathan vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-846516/,Scathan,Scathan,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,100.0,0.0
Abraxas vs Null The Living Darkness,https://www.superherodb.com/90-696500/,Abraxas,Abraxas,Earth-616,Null The Living Darkness,NA,Earth-616,66.7,33.3,0.0
Thor (God of DeathStorms) vs Thor (Gamma mutant),https://www.superherodb.com/90-696777/,Thor (God of DeathStorms),Thor Odinson,Earth-616,Thor (Gamma mutant),Thor Odinson,Earth-616,100.0,0.0,0.0
Oblivion vs Shaper Of Worlds,https://www.superherodb.com/90-841490/,Oblivion,NA,Earth-616,Shaper Of Worlds,Shaper Of Worlds,Earth-616,0.0,100.0,0.0
Oblivion vs Zarathos,https://www.superherodb.com/90-841482/,Oblivion,NA,Earth-616,Zarathos,Zarathos,Earth-616,100.0,0.0,0.0
Death vs Phoenix,https://www.superherodb.com/90-842685/,Death,Death,Earth-616,Phoenix,Taaia,Earth-616,0.0,100.0,0.0
Death vs Sister Grimm,https://www.superherodb.com/90-843484/,Death,Death,Earth-616,Sister Grimm,Nico Minoru,Earth-616,100.0,0.0,0.0
Kang vs Thing,https://www.superherodb.com/90-844999/,Kang,Nathaniel Richards,Earth-616,Thing,Ben Grimm,Earth-616,50.0,50.0,0.0
The Queen Of Nevers vs The Pilgrim,https://www.superherodb.com/90-846375/,The Queen Of Nevers,Never Queen,Earth-616,The Pilgrim,NA,Earth-616,80.0,20.0,0.0
Vision (House Of Ideas) vs The Pilgrim,https://www.superherodb.com/90-846365/,Vision (House Of Ideas),Vision,Earth-616,The Pilgrim,NA,Earth-616,100.0,0.0,0.0
Galactus vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-847084/,Galactus,Galan,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,0.0,100.0,0.0
Doctor Strange (Classic) vs Iron Mage,https://www.superherodb.com/90-696252/,Doctor Strange (Classic),Stephen Strange,Earth-616,Iron Mage,Stephen Strange,Earth-616,100.0,0.0,0.0
Destroyer vs Bor Burison,https://www.superherodb.com/90-844221/,Destroyer,NA,Earth-616,Bor Burison,Bor Burison,Earth-616,100.0,0.0,0.0
Umar vs Iron God,https://www.superherodb.com/90-847069/,Umar,Umar,Earth-616,Iron God,Tony Stark,Earth-616,100.0,0.0,0.0
Chaos King vs Kobik,https://www.superherodb.com/90-798072/,Chaos King,Amatsu-Mikaboshi,Earth-616,Kobik,Kobik,Earth-616,0.0,100.0,0.0
Starbrand vs Kobik,https://www.superherodb.com/90-797706/,Starbrand,Kevin Connor,Earth-616,Kobik,Kobik,Earth-616,0.0,100.0,0.0
Binary vs Silver Sentry,https://www.superherodb.com/90-693155/,Binary,Carol Danvers,Earth-616,Silver Sentry,Robert Reynolds,Earth-616,0.0,100.0,0.0
Lord Chaos vs Tiamut,https://www.superherodb.com/90-693974/,Lord Chaos,Lord Chaos,Earth-616,Tiamut,Tiamut,Earth-616,100.0,0.0,0.0
Cyttorak vs Multi-Oblivion,https://www.superherodb.com/90-691295/,Cyttorak,Cyttorak,Earth-616,Multi-Oblivion,Oblivion,Earth-616,0.0,100.0,0.0
Juggernaut vs Ghost Rider,https://www.superherodb.com/90-691601/,Juggernaut,Cain Marko,Earth-616,Ghost Rider,Noble Kale,Earth-616,25.0,50.0,25.0
Oblivion vs Enigma Force,https://www.superherodb.com/90-794192/,Oblivion,NA,Earth-616,Enigma Force,Enigma Force,Earth-616,100.0,0.0,0.0
Deadpool (Continuity Gem) vs Black Cat (Infinity gauntlet),https://www.superherodb.com/90-793836/,Deadpool (Continuity Gem),Wade Wilson,Earth-616,Black Cat (Infinity gauntlet),Felicia Hardy,Earth-616,0.0,100.0,0.0
Galactus (Ultimate Nullifier) vs Odin (Surtur Force),https://www.superherodb.com/90-695769/,Galactus (Ultimate Nullifier),Galan,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,100.0,0.0,0.0
Hela vs Thor (Gamma mutant),https://www.superherodb.com/90-695757/,Hela,NA,Earth-616,Thor (Gamma mutant),Thor Odinson,Earth-616,0.0,60.0,40.0
The One-Above-All vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-836666/,The One-Above-All,The One-Above-All,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,100.0,0.0,0.0
Ares vs Chaos King,https://www.superherodb.com/90-831289/,Ares,NA,Earth-616,Chaos King,Amatsu-Mikaboshi,Earth-616,0.0,100.0,0.0
Umar vs Morgan Le Fay,https://www.superherodb.com/90-832929/,Umar,Umar,Earth-616,Morgan Le Fay,Morgan Le Fay,Earth-616,100.0,0.0,0.0
All-Father Thor vs World Breaker Thor,https://www.superherodb.com/90-823102/,All-Father Thor,Thor Odinson,Earth-616,World Breaker Thor,Thor Odinson,Earth-616,0.0,100.0,0.0
Hulk vs The First Firmament,https://www.superherodb.com/90-822922/,Hulk,Bruce Banner,Earth-616,The First Firmament,The First Firmament,Earth-616,0.0,100.0,0.0
Loki (God Of Stories) vs Nightmare (All Dreams),https://www.superherodb.com/90-828658/,Loki (God Of Stories),Loki Laufeyson,Earth-616,Nightmare (All Dreams),Nightmare,Earth-616,50.0,0.0,50.0
The Queen Of Nevers vs Beyonder (Post-Retcon),https://www.superherodb.com/90-832907/,The Queen Of Nevers,Never Queen,Earth-616,Beyonder (Post-Retcon),Beyonder,Earth-616,100.0,0.0,0.0
Odin vs Metatron,https://www.superherodb.com/90-832161/,Odin,Odin Borson,Earth-616,Metatron,Metatron,Earth-616,0.0,100.0,0.0
Silver Surfer vs Balder,https://www.superherodb.com/90-834484/,Silver Surfer,Norrin Radd,Earth-616,Balder,Balder Odinson,Earth-616,100.0,0.0,0.0
The Black Winter vs Nightmare (All Dreams),https://www.superherodb.com/90-835732/,The Black Winter,NA,Earth-616,Nightmare (All Dreams),Nightmare,Earth-616,33.3,66.7,0.0
Rune King Thor vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-825948/,Rune King Thor,Thor Odinson,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,100.0,0.0
Multi-Death vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-839018/,Multi-Death,Death,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,0.0,0.0,100.0
The Black Winter vs Odin (Surtur Force),https://www.superherodb.com/90-692841/,The Black Winter,NA,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,66.7,0.0,33.3
Galactus (Lifebringer) vs Quoggoth,https://www.superherodb.com/90-693147/,Galactus (Lifebringer),Galan,Earth-616,Quoggoth,Quoggoth,Earth-616,100.0,0.0,0.0
Living Buddha vs Sligguth,https://www.superherodb.com/90-690800/,Living Buddha,Living Buddha,Earth-616,Sligguth,Sligguth,Earth-616,100.0,0.0,0.0
Abraxas vs Quoggoth,https://www.superherodb.com/90-690794/,Abraxas,Abraxas,Earth-616,Quoggoth,Quoggoth,Earth-616,100.0,0.0,0.0
Luke Cage vs Volstagg,https://www.superherodb.com/90-816231/,Luke Cage,Luke Cage,Earth-616,Volstagg,Volstagg,Earth-616,0.0,100.0,0.0
Zarathos vs Null The Living Darkness,https://www.superherodb.com/90-695408/,Zarathos,Zarathos,Earth-616,Null The Living Darkness,NA,Earth-616,0.0,0.0,100.0
Umar vs Zom,https://www.superherodb.com/90-812797/,Umar,Umar,Earth-616,Zom,Zom,Earth-616,0.0,100.0,0.0
Zom vs Atum (The Slayer of Gods),https://www.superherodb.com/90-814390/,Zom,Zom,Earth-616,Atum (The Slayer of Gods),Atum,Earth-616,100.0,0.0,0.0
Galacta vs Umar,https://www.superherodb.com/90-816832/,Galacta,Gali,Earth-616,Umar,Umar,Earth-616,0.0,100.0,0.0
Wiccan vs Umar,https://www.superherodb.com/90-816824/,Wiccan,Billy Kaplan,Earth-616,Umar,Umar,Earth-616,0.0,75.0,25.0
Shuma Gorath vs Beyonder (Post-Retcon),https://www.superherodb.com/90-813852/,Shuma Gorath,Shuma Gorath,Earth-616,Beyonder (Post-Retcon),Beyonder,Earth-616,0.0,100.0,0.0
Dark Phoenix vs Captain Universe,https://www.superherodb.com/90-813291/,Dark Phoenix,Scott Summers,Earth-616,Captain Universe,Norrin Radd,Earth-616,100.0,0.0,0.0
Those Who Sit Above In Shadow vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-814732/,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,0.0,100.0
Molecule Man vs Starbrand,https://www.superherodb.com/90-818030/,Molecule Man,Owen Reece,Earth-616,Starbrand,Kevin Connor,Earth-616,100.0,0.0,0.0
God Emperor Doom vs Mister Fantastic (Ultimate Nullifier),https://www.superherodb.com/90-818007/,God Emperor Doom,Victor Von Doom,Earth-616,Mister Fantastic (Ultimate Nullifier),Reed Richards,Earth-616,100.0,0.0,0.0
Abraxas vs Griever At The End Of All Things,https://www.superherodb.com/90-820938/,Abraxas,Abraxas,Earth-616,Griever At The End Of All Things,Griever At The End Of All Things,Earth-616,0.0,100.0,0.0
Odin (Surtur Force) vs Null The Living Darkness,https://www.superherodb.com/90-692840/,Odin (Surtur Force),Odin Borson,Earth-616,Null The Living Darkness,NA,Earth-616,100.0,0.0,0.0
Doctor Strange (Black Priest) vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-692883/,Doctor Strange (Black Priest),Stephen Strange,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,100.0,0.0,0.0
The Divine Creator vs Franklin Richards (Beyonders Power),https://www.superherodb.com/90-804384/,The Divine Creator,Divine Creator,Earth-616,Franklin Richards (Beyonders Power),Franklin Richards,Earth-616,100.0,0.0,0.0
Chthon vs The Divine Creator,https://www.superherodb.com/90-805192/,Chthon,NA,Earth-616,The Divine Creator,Divine Creator,Earth-616,0.0,100.0,0.0
Eternity vs Gwenpool,https://www.superherodb.com/90-806375/,Eternity,Eternity,Earth-616,Gwenpool,Gwen Poole,Earth-616,0.0,50.0,50.0
Hela vs Serpent,https://www.superherodb.com/90-807129/,Hela,NA,Earth-616,Serpent,Cul Borson,Earth-616,100.0,0.0,0.0
Anti-Man vs Starbrand,https://www.superherodb.com/90-808081/,Anti-Man,Conner Sims,Earth-616,Starbrand,Kevin Connor,Earth-616,0.0,100.0,0.0
Sentry (Stable) vs Chaos War Abomination,https://www.superherodb.com/90-812770/,Sentry (Stable),Robert Reynolds,Earth-616,Chaos War Abomination,Emil Blonsky,Earth-616,25.0,75.0,0.0
The Alien Entity vs Beyonder,https://www.superherodb.com/90-800609/,The Alien Entity,NA,Earth-616,Beyonder,Ivory King,Earth-616,0.0,100.0,0.0
Red Hulk vs Gilgamesh,https://www.superherodb.com/90-801392/,Red Hulk,Thaddeus E. Ross,Earth-616,Gilgamesh,NA,Earth-616,100.0,0.0,0.0
Shaper Of Worlds vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-801370/,Shaper Of Worlds,Shaper Of Worlds,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
Kronos vs Stranger,https://www.superherodb.com/90-803801/,Kronos,Kronos,Earth-616,Stranger,NA,Earth-616,0.0,100.0,0.0
Mangog vs Umar,https://www.superherodb.com/90-806566/,Mangog,Mangog,Earth-616,Umar,Umar,Earth-616,0.0,100.0,0.0
Spider-Man (Beyonders Powers) vs Black Panther (Herald of Eternity),https://www.superherodb.com/90-806529/,Spider-Man (Beyonders Powers),Peter Parker,Earth-616,Black Panther (Herald of Eternity),T'Challa,Earth-616,100.0,0.0,0.0
Cyclops vs Iron Patriot,https://www.superherodb.com/90-808893/,Cyclops,Scott Summers,Earth-616,Iron Patriot,Norman Osborn,Earth-616,75.0,0.0,25.0
Molecule Man vs Kobik,https://www.superherodb.com/90-808889/,Molecule Man,Owen Reece,Earth-616,Kobik,Kobik,Earth-616,100.0,0.0,0.0
Chaos King (True Form) vs Iron Man (God-buster Armour Model 63),https://www.superherodb.com/90-694570/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,Iron Man (God-buster Armour Model 63),Tony Stark,Earth-616,50.0,0.0,50.0
Sentry (Merged With Void) vs Silver Surfer (Omni-Max Power),https://www.superherodb.com/90-799899/,Sentry (Merged With Void),Robert Reynolds,Earth-616,Silver Surfer (Omni-Max Power),Norrin Radd,Earth-616,66.7,33.3,0.0
Doctor Strange vs Magik (Darkchylde),https://www.superherodb.com/90-805582/,Doctor Strange,Stephen Strange,Earth-616,Magik (Darkchylde),Illyana Rasputin,Earth-616,0.0,50.0,50.0
Dark Phoenix vs Legion (Delphic),https://www.superherodb.com/90-806387/,Dark Phoenix,Jean Grey,Earth-616,Legion (Delphic),David Haller,Earth-616,0.0,0.0,100.0
Nova vs Titus,https://www.superherodb.com/90-808773/,Nova,Richard Rider,Earth-616,Titus,NA,Earth-616,100.0,0.0,0.0
Kingpin vs Shadow King,https://www.superherodb.com/90-812383/,Kingpin,Wilson Grant Fisk,Earth-616,Shadow King,Amahl Farouk,Earth-616,0.0,100.0,0.0
Iron Man (Hulkbuster Armor) vs Infamous Iron Man,https://www.superherodb.com/90-694569/,Iron Man (Hulkbuster Armor),Tony Stark,Earth-616,Infamous Iron Man,Victor Von Doom,Earth-616,100.0,0.0,0.0
Dormammu vs The First Firmament,https://www.superherodb.com/90-799885/,Dormammu,Dormammu,Earth-616,The First Firmament,The First Firmament,Earth-616,0.0,100.0,0.0
Ultron vs Ulik,https://www.superherodb.com/90-808158/,Ultron,Ultron,Earth-616,Ulik,Ulik,Earth-616,100.0,0.0,0.0
Warlock vs Terrax The Tamer,https://www.superherodb.com/90-810973/,Warlock,Adam Warlock,Earth-616,Terrax The Tamer,Tyros,Earth-616,100.0,0.0,0.0
Thor vs The Dreamer,https://www.superherodb.com/90-794313/,Thor,Thor Odinson,Earth-616,The Dreamer,Job Burke,Earth-616,0.0,100.0,0.0
Void vs Guilt Hulk,https://www.superherodb.com/90-796396/,Void,Robert Reynolds,Earth-616,Guilt Hulk,Brian Banner,Earth-616,100.0,0.0,0.0
Gladiator vs Sun God,https://www.superherodb.com/90-794903/,Gladiator,Kallark,Earth-616,Sun God,Zoran,Earth-616,100.0,0.0,0.0
Ancient One vs Zarathos,https://www.superherodb.com/90-794897/,Ancient One,Yao,Earth-616,Zarathos,Zarathos,Earth-616,0.0,0.0,100.0
Silver Surfer vs Titan,https://www.superherodb.com/90-797192/,Silver Surfer,Norrin Radd,Earth-616,Titan,Hulk,Earth-616,0.0,100.0,0.0
Scarlet Witch vs Daredevil (God without Fear),https://www.superherodb.com/90-776862/,Scarlet Witch,Wanda Maximoff,Earth-616,Daredevil (God without Fear),Matt Murdock,Earth-616,100.0,0.0,0.0
Franklin Richards (Adult) vs Scrier,https://www.superherodb.com/90-777589/,Franklin Richards (Adult),Franklin Richards,Earth-616,Scrier,Scrier,Earth-616,0.0,100.0,0.0
Multi-Death vs Those Who Sit Above In Shadow,https://www.superherodb.com/90-781530/,Multi-Death,Death,Earth-616,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,100.0,0.0,0.0
Shadow King vs Beast,https://www.superherodb.com/90-783011/,Shadow King,Amahl Farouk,Earth-616,Beast,Hank McCoy,Earth-616,100.0,0.0,0.0
Dormammu vs The All-Powerful,https://www.superherodb.com/90-777165/,Dormammu,Dormammu,Earth-616,The All-Powerful,Aggamon,Earth-616,100.0,0.0,0.0
Odin vs World Breaker Thor,https://www.superherodb.com/90-777852/,Odin,Odin Borson,Earth-616,World Breaker Thor,Thor Odinson,Earth-616,0.0,100.0,0.0
Galactus vs Shaper Of Worlds,https://www.superherodb.com/90-781008/,Galactus,Galan,Earth-616,Shaper Of Worlds,Shaper Of Worlds,Earth-616,0.0,100.0,0.0
Franklin Richards (Adult) vs Legion (Delphic),https://www.superherodb.com/90-781774/,Franklin Richards (Adult),Franklin Richards,Earth-616,Legion (Delphic),David Haller,Earth-616,100.0,0.0,0.0
All-Mother Frigga vs Nyx,https://www.superherodb.com/90-781026/,All-Mother Frigga,Freyja Freyrdottir,Earth-616,Nyx,Nyx,Earth-616,0.0,100.0,0.0
Lucifer vs The Black Winter,https://www.superherodb.com/90-784246/,Lucifer,Lucifer,Earth-616,The Black Winter,NA,Earth-616,0.0,100.0,0.0
Chaos War Hercules vs Captain Universe,https://www.superherodb.com/90-789976/,Chaos War Hercules,Hercules,Earth-616,Captain Universe,Eddie Brock,Earth-616,100.0,0.0,0.0
Sentry (Merged With Void) vs Captain America (Phoenix Force),https://www.superherodb.com/90-791472/,Sentry (Merged With Void),Robert Reynolds,Earth-616,Captain America (Phoenix Force),Steve Rogers,Earth-616,100.0,0.0,0.0
The Queen Of Nevers vs The Black Winter,https://www.superherodb.com/90-781761/,The Queen Of Nevers,Never Queen,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
Sebastian Shaw vs White Queen,https://www.superherodb.com/90-788592/,Sebastian Shaw,Sebastian Hiram Shaw,Earth-616,White Queen,Emma Frost,Earth-616,0.0,100.0,0.0
Dormammu vs Shaper Of Worlds,https://www.superherodb.com/90-787726/,Dormammu,Dormammu,Earth-616,Shaper Of Worlds,Shaper Of Worlds,Earth-616,0.0,100.0,0.0
Crossbones vs Grim Reaper,https://www.superherodb.com/90-790758/,Crossbones,Brock Rumlow,Earth-616,Grim Reaper,Eric Williams,Earth-616,0.0,100.0,0.0
