Battle_title,Battle_url,Sup_1_Character,Sup_1_Name,Sup_1_Universe,Sup_2_Character,Sup_2_Name,Sup_2_Universe,Superhero_1_win,Superhero_2_win,Draw
Korvac vs World Breaker Thor,https://www.superherodb.com/90-791454/,Korvac,Michael Korvac,Earth-616,World Breaker Thor,Thor Odinson,Earth-616,100.0,0.0,0.0
Gorr The God Butcher vs Loki (God Of Stories),https://www.superherodb.com/90-791193/,Gorr The God Butcher,Gorr,Earth-616,Loki (God Of Stories),Loki Laufeyson,Earth-616,0.0,100.0,0.0
Mephisto vs Metatron,https://www.superherodb.com/90-784262/,Mephisto,NA,Earth-616,Metatron,Metatron,Earth-616,0.0,100.0,0.0
Sentry (Stable) vs Thor (Onslaught Reborn),https://www.superherodb.com/90-797186/,Sentry (Stable),Robert Reynolds,Earth-616,Thor (Onslaught Reborn),Thor Odinson,Earth-616,100.0,0.0,0.0
Hyperion vs Power Princess,https://www.superherodb.com/90-797698/,Hyperion,Marcus Milton,Earth-616,Power Princess,Princess Zarda,Earth-616,100.0,0.0,0.0
Korvac vs Loki (Sorceror Supreme),https://www.superherodb.com/90-797692/,Korvac,Michael Korvac,Earth-616,Loki (Sorceror Supreme),Loki Laufeyson,Earth-616,100.0,0.0,0.0
Void vs Hulk (Worthy),https://www.superherodb.com/90-796412/,Void,Robert Reynolds,Earth-616,Hulk (Worthy),Bruce Banner,Earth-616,50.0,50.0,0.0
MODOK vs High Evolutionary,https://www.superherodb.com/90-736656/,MODOK,George Tarleton,Earth-616,High Evolutionary,Herbert Edgar Wyndham,Earth-616,0.0,100.0,0.0
Galactus (Ultimate Nullifier) vs Living Buddha,https://www.superherodb.com/90-681547/,Galactus (Ultimate Nullifier),Galan,Earth-616,Living Buddha,Living Buddha,Earth-616,0.0,0.0,100.0
Beyonder (Post-Retcon) vs Living Buddha,https://www.superherodb.com/90-683341/,Beyonder (Post-Retcon),Beyonder,Earth-616,Living Buddha,Living Buddha,Earth-616,0.0,100.0,0.0
Those Who Sit Above In Shadow vs Living Buddha,https://www.superherodb.com/90-683337/,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,Living Buddha,Living Buddha,Earth-616,25.0,75.0,0.0
Gorr The God Butcher vs All-Father Bor,https://www.superherodb.com/90-765941/,Gorr The God Butcher,Gorr,Earth-616,All-Father Bor,Bor Burison,Earth-616,75.0,25.0,0.0
Umar vs Dweller In Darkness,https://www.superherodb.com/90-765229/,Umar,Umar,Earth-616,Dweller In Darkness,NA,Earth-616,100.0,0.0,0.0
Kid Omega vs Proteus,https://www.superherodb.com/90-766328/,Kid Omega,Quentin Quire,Earth-616,Proteus,Kevin MacTaggert,Earth-616,0.0,100.0,0.0
Thanos (Infinity Gauntlet) vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-766907/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,0.0,100.0,0.0
All-Father Thor vs Legion (Delphic),https://www.superherodb.com/90-769195/,All-Father Thor,Thor Odinson,Earth-616,Legion (Delphic),David Haller,Earth-616,0.0,100.0,0.0
Lords Of Shamballa vs Metatron,https://www.superherodb.com/90-769185/,Lords Of Shamballa,Lords Of Shamballa,Earth-616,Metatron,Metatron,Earth-616,80.0,20.0,0.0
Loki vs Makkari,https://www.superherodb.com/90-769630/,Loki,Loki Laufeyson,Earth-616,Makkari,Makkari,Earth-616,100.0,0.0,0.0
God Emperor Doom vs Scrier,https://www.superherodb.com/90-769997/,God Emperor Doom,Victor Von Doom,Earth-616,Scrier,Scrier,Earth-616,66.7,0.0,33.3
Shuma Gorath vs Dweller In Darkness,https://www.superherodb.com/90-765937/,Shuma Gorath,Shuma Gorath,Earth-616,Dweller In Darkness,NA,Earth-616,100.0,0.0,0.0
Ironheart vs Nova,https://www.superherodb.com/90-765264/,Ironheart,Riri Williams,Earth-616,Nova,Samuel Alexander,Earth-616,0.0,100.0,0.0
Thor vs Iron God,https://www.superherodb.com/90-766941/,Thor,Thor Odinson,Earth-616,Iron God,Tony Stark,Earth-616,0.0,100.0,0.0
Clea vs Agatha Harkness,https://www.superherodb.com/90-769464/,Clea,Clea,Earth-616,Agatha Harkness,NA,Earth-616,0.0,0.0,100.0
Dormammu vs Black Priests,https://www.superherodb.com/90-769388/,Dormammu,Dormammu,Earth-616,Black Priests,Black Priests,Earth-616,25.0,75.0,0.0
Chaos King (True Form) vs Above All Others,https://www.superherodb.com/90-762968/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,Above All Others,Above All Others,Earth-616,0.0,100.0,0.0
Scarlet Witch vs Hyperstorm,https://www.superherodb.com/90-763261/,Scarlet Witch,Wanda Maximoff,Earth-616,Hyperstorm,Jonathan Richards,Earth-616,0.0,100.0,0.0
Thor vs Hyperstorm,https://www.superherodb.com/90-763258/,Thor,Thor Odinson,Earth-616,Hyperstorm,Jonathan Richards,Earth-616,0.0,100.0,0.0
Beyonder (Post-Retcon) vs Odin (Surtur Force),https://www.superherodb.com/90-691076/,Beyonder (Post-Retcon),Beyonder,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,100.0,0.0,0.0
The Living Tribunal vs Odin (Infinity),https://www.superherodb.com/90-691191/,The Living Tribunal,NA,Earth-616,Odin (Infinity),Odin Borson,Earth-616,75.0,25.0,0.0
Sentry (Merged With Void) vs Odin (Surtur Force),https://www.superherodb.com/90-691254/,Sentry (Merged With Void),Robert Reynolds,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,0.0,100.0,0.0
Jean Grey vs Supergiant,https://www.superherodb.com/90-763475/,Jean Grey,Jean Grey,Earth-616,Supergiant,Supergiant,Earth-616,100.0,0.0,0.0
Multi-Infinity vs Beyonder,https://www.superherodb.com/90-764496/,Multi-Infinity,Infinity,Earth-616,Beyonder,Ivory King,Earth-616,0.0,100.0,0.0
Beyonder vs Maker,https://www.superherodb.com/90-763977/,Beyonder,NA,Earth-616,Maker,Maker,Earth-616,100.0,0.0,0.0
Satannish vs Satan,https://www.superherodb.com/90-774196/,Satannish,Nick Cloot,Earth-616,Satan,Marduk Kurios,Earth-616,0.0,0.0,100.0
Annihilus vs Mister Sinister,https://www.superherodb.com/90-774777/,Annihilus,Annihilus,Earth-616,Mister Sinister,Nathaniel Essex,Earth-616,100.0,0.0,0.0
Athena vs Luminous,https://www.superherodb.com/90-691067/,Athena,Athena Parthenos,Earth-616,Luminous,Luminous,Earth-616,0.0,100.0,0.0
Beyonder (Post-Retcon) vs God,https://www.superherodb.com/90-691123/,Beyonder (Post-Retcon),Beyonder,Earth-616,God,Yahweh,Earth-616,100.0,0.0,0.0
Magneto vs Arcade,https://www.superherodb.com/90-763290/,Magneto,Max Eisenhardt,Earth-616,Arcade,NA,Earth-616,100.0,0.0,0.0
Zom vs Captain Universe,https://www.superherodb.com/90-763286/,Zom,Zom,Earth-616,Captain Universe,Eddie Brock,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Black Priests,https://www.superherodb.com/90-766572/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Black Priests,Black Priests,Earth-616,0.0,100.0,0.0
Death vs Captain Universe,https://www.superherodb.com/90-766571/,Death,Death,Earth-616,Captain Universe,Uni-Power,Earth-616,100.0,0.0,0.0
White Phoenix of the Crown vs Zadkiel,https://www.superherodb.com/90-769489/,White Phoenix of the Crown,Jean Grey,Earth-616,Zadkiel,NA,Earth-616,100.0,0.0,0.0
The One-Above-All vs Shaper Of Worlds,https://www.superherodb.com/90-769484/,The One-Above-All,The One-Above-All,Earth-616,Shaper Of Worlds,Shaper Of Worlds,Earth-616,100.0,0.0,0.0
Chthon vs The Dreamer,https://www.superherodb.com/90-774036/,Chthon,NA,Earth-616,The Dreamer,Job Burke,Earth-616,0.0,100.0,0.0
Chaos War Hercules vs Multi-Oblivion,https://www.superherodb.com/90-774758/,Chaos War Hercules,Hercules,Earth-616,Multi-Oblivion,Oblivion,Earth-616,0.0,100.0,0.0
Galactus (Ultimate Nullifier) vs Nightmare (All Dreams),https://www.superherodb.com/90-774753/,Galactus (Ultimate Nullifier),Galan,Earth-616,Nightmare (All Dreams),Nightmare,Earth-616,0.0,100.0,0.0
Galactus (Ultimate Nullifier) vs Odin (Infinity),https://www.superherodb.com/90-691176/,Galactus (Ultimate Nullifier),Galan,Earth-616,Odin (Infinity),Odin Borson,Earth-616,100.0,0.0,0.0
Galactus vs Quoggoth,https://www.superherodb.com/90-680832/,Galactus,Galan,Earth-616,Quoggoth,Quoggoth,Earth-616,0.0,100.0,0.0
Thane vs Mentor,https://www.superherodb.com/90-737200/,Thane,Thane,Earth-616,Mentor,A'Lars,Earth-616,100.0,0.0,0.0
Thanos vs Mentor,https://www.superherodb.com/90-737199/,Thanos,Thanos,Earth-616,Mentor,A'Lars,Earth-616,100.0,0.0,0.0
Multi-Death vs The Fourth (Fourth Cosmos),https://www.superherodb.com/90-737190/,Multi-Death,Death,Earth-616,The Fourth (Fourth Cosmos),The Fourth,Earth-616,0.0,100.0,0.0
Dormammu vs Quoggoth,https://www.superherodb.com/90-681900/,Dormammu,Dormammu,Earth-616,Quoggoth,Quoggoth,Earth-616,0.0,100.0,0.0
Doctor Strange (Classic) vs Living Buddha,https://www.superherodb.com/90-690381/,Doctor Strange (Classic),Stephen Strange,Earth-616,Living Buddha,Living Buddha,Earth-616,0.0,100.0,0.0
Logos vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-690698/,Logos,Logos,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,0.0,0.0,100.0
Eternity vs Demogorge (The God Eater),https://www.superherodb.com/90-760092/,Eternity,Eternity,Earth-616,Demogorge (The God Eater),Atum,Earth-616,100.0,0.0,0.0
Starbrand vs Starship Hulk,https://www.superherodb.com/90-760363/,Starbrand,Kevin Connor,Earth-616,Starship Hulk,Bruce Banner,Earth-616,20.0,40.0,40.0
Phoenix vs Maker,https://www.superherodb.com/90-760898/,Phoenix,Jean Grey,Earth-616,Maker,Maker,Earth-616,0.0,100.0,0.0
Loki vs Proteus,https://www.superherodb.com/90-757512/,Loki,Loki Laufeyson,Earth-616,Proteus,Kevin MacTaggert,Earth-616,0.0,100.0,0.0
Hulk vs Proteus,https://www.superherodb.com/90-757510/,Hulk,Bruce Banner,Earth-616,Proteus,Kevin MacTaggert,Earth-616,0.0,100.0,0.0
Void vs Silver Sentry,https://www.superherodb.com/90-759154/,Void,Robert Reynolds,Earth-616,Silver Sentry,Robert Reynolds,Earth-616,100.0,0.0,0.0
Wiccan vs Hyperstorm,https://www.superherodb.com/90-759153/,Wiccan,Billy Kaplan,Earth-616,Hyperstorm,Jonathan Richards,Earth-616,0.0,100.0,0.0
The Queen Of Nevers vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-756872/,The Queen Of Nevers,Never Queen,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
Multi-Infinity vs Those Who Sit Above In Shadow,https://www.superherodb.com/90-757124/,Multi-Infinity,Infinity,Earth-616,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,80.0,20.0,0.0
Eternity vs Umar,https://www.superherodb.com/90-757660/,Eternity,Eternity,Earth-616,Umar,Umar,Earth-616,33.3,0.0,66.7
Doctor Strange (Classic) vs Drax The Destroyer (Classic),https://www.superherodb.com/90-758510/,Doctor Strange (Classic),Stephen Strange,Earth-616,Drax The Destroyer (Classic),Arthur Sampson Douglas,Earth-616,100.0,0.0,0.0
Thor vs Nyx,https://www.superherodb.com/90-760210/,Thor,Thor Odinson,Earth-616,Nyx,Nyx,Earth-616,0.0,100.0,0.0
The Living Tribunal vs Zom,https://www.superherodb.com/90-760206/,The Living Tribunal,NA,Earth-616,Zom,Zom,Earth-616,100.0,0.0,0.0
Kindred vs Kindred,https://www.superherodb.com/90-761271/,Kindred,Sarah Stacy,Earth-616,Kindred,Gabriel Stacy,Earth-616,0.0,0.0,100.0
Hellstorm vs Umar,https://www.superherodb.com/90-757520/,Hellstorm,Daimon Hellstrom,Earth-616,Umar,Umar,Earth-616,0.0,100.0,0.0
Infinity vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-690598/,Infinity,Infinity,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,0.0,33.3,66.7
The One-Above-All vs Zadkiel,https://www.superherodb.com/90-760198/,The One-Above-All,The One-Above-All,Earth-616,Zadkiel,NA,Earth-616,100.0,0.0,0.0
Starbrand vs World Breaker Hulk,https://www.superherodb.com/90-761264/,Starbrand,Kevin Connor,Earth-616,World Breaker Hulk,Bruce Banner,Earth-616,100.0,0.0,0.0
Sin vs Rose,https://www.superherodb.com/90-761262/,Sin,Sinthea Shmidt,Earth-616,Rose,Richard Fisk,Earth-616,100.0,0.0,0.0
Breaker of Worlds vs God,https://www.superherodb.com/90-762361/,Breaker of Worlds,Bruce Banner,Earth-616,God,Yahweh,Earth-616,100.0,0.0,0.0
Warlock vs Champion Of The Universe,https://www.superherodb.com/90-758845/,Warlock,Adam Warlock,Earth-616,Champion Of The Universe,Tryco Slatterus,Earth-616,100.0,0.0,0.0
Magus vs Thane,https://www.superherodb.com/90-736622/,Magus,NA,Earth-616,Thane,Thane,Earth-616,66.7,0.0,33.3
Red Hulk vs Red King,https://www.superherodb.com/90-736606/,Red Hulk,Thaddeus E. Ross,Earth-616,Red King,Angmo-Asan,Earth-616,100.0,0.0,0.0
Multi-Oblivion vs The Black Winter,https://www.superherodb.com/90-722623/,Multi-Oblivion,Oblivion,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
Thanos (Infinity Gauntlet) vs Franklin Richards (Beyonders Power),https://www.superherodb.com/90-722430/,Thanos (Infinity Gauntlet),Thanos,Earth-616,Franklin Richards (Beyonders Power),Franklin Richards,Earth-616,0.0,100.0,0.0
Scarlet Witch vs Zom,https://www.superherodb.com/90-755624/,Scarlet Witch,Wanda Maximoff,Earth-616,Zom,Zom,Earth-616,0.0,100.0,0.0
White Phoenix of the Crown vs Black Cat (Infinity gauntlet),https://www.superherodb.com/90-755980/,White Phoenix of the Crown,Jean Grey,Earth-616,Black Cat (Infinity gauntlet),Felicia Hardy,Earth-616,100.0,0.0,0.0
Arishem The Judge vs Odin (Surtur Force),https://www.superherodb.com/90-689705/,Arishem The Judge,Arishem,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,0.0,100.0,0.0
In-Betweener vs Umar,https://www.superherodb.com/90-750534/,In-Betweener,NA,Earth-616,Umar,Umar,Earth-616,0.0,100.0,0.0
Molecule Man vs The Black Winter,https://www.superherodb.com/90-751911/,Molecule Man,Owen Reece,Earth-616,The Black Winter,NA,Earth-616,100.0,0.0,0.0
In-Betweener vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-689446/,In-Betweener,NA,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,0.0,100.0,0.0
Rune King Thor vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-754356/,Rune King Thor,Thor Odinson,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,0.0,100.0,0.0
Multi-Oblivion vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-755977/,Multi-Oblivion,Oblivion,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
Man-Thing vs Boy-Thing,https://www.superherodb.com/90-756135/,Man-Thing,Dr. Theodore Sallis,Earth-616,Boy-Thing,NA,Earth-616,100.0,0.0,0.0
Doctor Strange (Classic) vs The Black Winter,https://www.superherodb.com/90-756440/,Doctor Strange (Classic),Stephen Strange,Earth-616,The Black Winter,NA,Earth-616,0.0,100.0,0.0
Galactus (Herald Supreme) vs Doctor Strange (Merged With Eternity),https://www.superherodb.com/90-689445/,Galactus (Herald Supreme),Galan,Earth-616,Doctor Strange (Merged With Eternity),Stephen Strange,Earth-616,0.0,100.0,0.0
Galactus (Herald Supreme) vs Odin (Surtur Force),https://www.superherodb.com/90-689444/,Galactus (Herald Supreme),Galan,Earth-616,Odin (Surtur Force),Odin Borson,Earth-616,100.0,0.0,0.0
Onslaught vs The Fury,https://www.superherodb.com/90-750516/,Onslaught,Onslaught,Earth-616,The Fury,NA,Earth-616,66.7,33.3,0.0
Thor vs The Fury,https://www.superherodb.com/90-750515/,Thor,Thor Odinson,Earth-616,The Fury,NA,Earth-616,0.0,100.0,0.0
Iron Man (Godkiller Armor MK II) vs Iron God,https://www.superherodb.com/90-752572/,Iron Man (Godkiller Armor MK II),Tony Stark,Earth-616,Iron God,Tony Stark,Earth-616,0.0,100.0,0.0
Those Who Sit Above In Shadow vs Franklin Richards (Beyonders Power),https://www.superherodb.com/90-752534/,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,Franklin Richards (Beyonders Power),Franklin Richards,Earth-616,100.0,0.0,0.0
Akhenaten vs Black Cat (Infinity gauntlet),https://www.superherodb.com/90-755069/,Akhenaten,Amenhotep IV,Earth-616,Black Cat (Infinity gauntlet),Felicia Hardy,Earth-616,100.0,0.0,0.0
Franklin Richards vs Iron God,https://www.superherodb.com/90-755642/,Franklin Richards,Franklin Richards,Earth-616,Iron God,Tony Stark,Earth-616,0.0,0.0,100.0
Shaper Of Worlds vs Black Priests,https://www.superherodb.com/90-756010/,Shaper Of Worlds,Shaper Of Worlds,Earth-616,Black Priests,Black Priests,Earth-616,100.0,0.0,0.0
Super Adaptoid vs The Fury,https://www.superherodb.com/90-756009/,Super Adaptoid,NA,Earth-616,The Fury,NA,Earth-616,0.0,100.0,0.0
Abraxas vs Those Who Sit Above In Shadow,https://www.superherodb.com/90-748179/,Abraxas,Abraxas,Earth-616,Those Who Sit Above In Shadow,Those Who Sit Above In Shadow,Earth-616,0.0,100.0,0.0
Starbrand vs Starbrand,https://www.superherodb.com/90-750514/,Starbrand,Kevin Connor,Earth-616,Starbrand,Brandy Selby,Earth-616,100.0,0.0,0.0
Akhenaten vs Shaper Of Worlds,https://www.superherodb.com/90-749808/,Akhenaten,Amenhotep IV,Earth-616,Shaper Of Worlds,Shaper Of Worlds,Earth-616,0.0,100.0,0.0
The Dreamer vs Scarlet Witch (True Darkhold),https://www.superherodb.com/90-750973/,The Dreamer,Job Burke,Earth-616,Scarlet Witch (True Darkhold),Wanda Maximoff,Earth-616,100.0,0.0,0.0
The Queen Of Nevers vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-753271/,The Queen Of Nevers,Never Queen,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,100.0,0.0,0.0
The Runner vs World Breaker Hulk,https://www.superherodb.com/90-755996/,The Runner,Gilpetperdon,Earth-616,World Breaker Hulk,Bruce Banner,Earth-616,0.0,0.0,100.0
Daredevil (God without Fear) vs Iron God,https://www.superherodb.com/90-736387/,Daredevil (God without Fear),Matt Murdock,Earth-616,Iron God,Tony Stark,Earth-616,0.0,100.0,0.0
Thanos vs Quoggoth,https://www.superherodb.com/90-680849/,Thanos,Thanos,Earth-616,Quoggoth,Quoggoth,Earth-616,0.0,100.0,0.0
Death vs Cosmic King Thor,https://www.superherodb.com/90-722334/,Death,Death,Earth-616,Cosmic King Thor,Thor Odinson,Earth-616,80.0,20.0,0.0
Eternity vs The Divine Creator,https://www.superherodb.com/90-723535/,Eternity,Eternity,Earth-616,The Divine Creator,Divine Creator,Earth-616,0.0,100.0,0.0
The Dreamer vs Spider-Man (Beyonders Powers),https://www.superherodb.com/90-723382/,The Dreamer,Job Burke,Earth-616,Spider-Man (Beyonders Powers),Peter Parker,Earth-616,100.0,0.0,0.0
Hulk vs Thunderbolt Ross,https://www.superherodb.com/90-746025/,Hulk,Bruce Banner,Earth-616,Thunderbolt Ross,Thaddeus E. Ross,Earth-616,100.0,0.0,0.0
Red Hulk vs Thunderbolt Ross,https://www.superherodb.com/90-746026/,Red Hulk,Thaddeus E. Ross,Earth-616,Thunderbolt Ross,Thaddeus E. Ross,Earth-616,100.0,0.0,0.0
Korg vs Miek,https://www.superherodb.com/90-747772/,Korg,Korg,Earth-616,Miek,NA,Earth-616,100.0,0.0,0.0
Hulk (Green Scar) vs Miek,https://www.superherodb.com/90-747771/,Hulk (Green Scar),Bruce Banner,Earth-616,Miek,NA,Earth-616,100.0,0.0,0.0
Clea vs Nightmare,https://www.superherodb.com/90-747765/,Clea,Clea,Earth-616,Nightmare,Nightmare,Earth-616,0.0,100.0,0.0
Thing vs Captain America (Worthy),https://www.superherodb.com/90-723836/,Thing,Ben Grimm,Earth-616,Captain America (Worthy),Steve Rogers,Earth-616,25.0,50.0,25.0
Shuma Gorath vs Umar,https://www.superherodb.com/90-746961/,Shuma Gorath,Shuma Gorath,Earth-616,Umar,Umar,Earth-616,100.0,0.0,0.0
Molecule Man vs Jason Quantrell (Mr. Beyond),https://www.superherodb.com/90-747669/,Molecule Man,Owen Reece,Earth-616,Jason Quantrell (Mr. Beyond),NA,Earth-616,0.0,100.0,0.0
The Black Winter vs Captain Universe,https://www.superherodb.com/90-743392/,The Black Winter,NA,Earth-616,Captain Universe,Eddie Brock,Earth-616,100.0,0.0,0.0
Mister Fantastic (Ultimate Nullifier) vs Black Cat (Infinity gauntlet),https://www.superherodb.com/90-745537/,Mister Fantastic (Ultimate Nullifier),Reed Richards,Earth-616,Black Cat (Infinity gauntlet),Felicia Hardy,Earth-616,0.0,0.0,100.0
Watcher vs Mister Fantastic (Ultimate Nullifier),https://www.superherodb.com/90-745534/,Watcher,Uatu,Earth-616,Mister Fantastic (Ultimate Nullifier),Reed Richards,Earth-616,0.0,100.0,0.0
Galactus (Ultimate Nullifier) vs Mister Fantastic (Ultimate Nullifier),https://www.superherodb.com/90-745533/,Galactus (Ultimate Nullifier),Galan,Earth-616,Mister Fantastic (Ultimate Nullifier),Reed Richards,Earth-616,0.0,0.0,100.0
Galactus vs Mister Fantastic (Ultimate Nullifier),https://www.superherodb.com/90-745532/,Galactus,Galan,Earth-616,Mister Fantastic (Ultimate Nullifier),Reed Richards,Earth-616,0.0,100.0,0.0
Beyonder vs Black Priests,https://www.superherodb.com/90-743744/,Beyonder,NA,Earth-616,Black Priests,Black Priests,Earth-616,100.0,0.0,0.0
Molecule Man vs Shuma Gorath,https://www.superherodb.com/90-745528/,Molecule Man,Owen Reece,Earth-616,Shuma Gorath,Shuma Gorath,Earth-616,100.0,0.0,0.0
Enchantress vs Laufey,https://www.superherodb.com/90-745091/,Enchantress,Amora,Earth-616,Laufey,Laufey,Earth-616,100.0,0.0,0.0
Chthon vs Quoggoth,https://www.superherodb.com/90-671604/,Chthon,NA,Earth-616,Quoggoth,Quoggoth,Earth-616,0.0,0.0,100.0
Oblivion vs Living Buddha,https://www.superherodb.com/90-671600/,Oblivion,NA,Earth-616,Living Buddha,Living Buddha,Earth-616,0.0,100.0,0.0
Chaos King (True Form) vs Quoggoth,https://www.superherodb.com/90-685439/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,Quoggoth,Quoggoth,Earth-616,100.0,0.0,0.0
Ymir vs Midgard Serpent,https://www.superherodb.com/90-740905/,Ymir,Ymir,Earth-616,Midgard Serpent,Jormungand,Earth-616,100.0,0.0,0.0
Chaos King (True Form) vs The Divine Creator,https://www.superherodb.com/90-741051/,Chaos King (True Form),Amatsu-Mikaboshi,Earth-616,The Divine Creator,Divine Creator,Earth-616,0.0,100.0,0.0
